disease	IngenuityCanonicalPathways	logpvalue
CD_inflamed	Prolactin Signaling	2.38763453452862e-10
CD_inflamed	Proline Biosynthesis I	0.00258563440910331
CD_inflamed	Proline Biosynthesis II (from Arginine)	0.00194279788351659
CD_inflamed	Prostate Cancer Signaling	0.000882759631670171
CD_inflamed	Protein Kinase A Signaling	3.7801983765462e-12
CD_inflamed	Protein Ubiquitination Pathway	1.79328252247757e-09
CD_inflamed	Purine Nucleotides Degradation II (Aerobic)	0.0223872113856834
CD_inflamed	Putrescine Degradation III	0.000632414255033242
CD_inflamed	Pyridoxal 5'-phosphate Salvage Pathway	0.00331131121482586
CD_inflamed	Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	0.0115700692032674
CD_inflamed	Pyrimidine Ribonucleotides De Novo Biosynthesis	0.0169824365246174
CD_inflamed	Pyrimidine Ribonucleotides Interconversion	0.0107151930523761
CD_inflamed	RAC Signaling	3.92929581094492e-08
CD_inflamed	RANK Signaling in Osteoclasts	8.91250938134247e-05
CD_inflamed	RAR Activation	2.08561692693898e-07
CD_inflamed	RHOA Signaling	0.000763026829201485
CD_inflamed	RHOGDI Signaling	8.28247131989812e-08
CD_inflamed	Reelin Signaling in Neurons	0.000154629615551016
CD_inflamed	Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	1.11232412169926e-09
CD_inflamed	Regulation of Actin-based Motility by Rho	2.47860622980545e-05
CD_inflamed	Regulation of Cellular Mechanics by Calpain Protease	1.52078795334631e-07
CD_inflamed	Regulation of eIF4 and p70S6K Signaling	5.43249112361366e-09
CD_inflamed	Regulation of the Epithelial-Mesenchymal Transition Pathway	6.99205643273082e-07
CD_inflamed	Relaxin Signaling	1.06975637237383e-08
CD_inflamed	Remodeling of Epithelial Adherens Junctions	1.3803842646043e-05
CD_inflamed	Renal Cell Carcinoma Signaling	0.000221425017480015
CD_inflamed	Renin-Angiotensin Signaling	8.00635689968132e-07
CD_inflamed	Role of BRCA1 in DNA Damage Response	0.00239883291901954
CD_inflamed	Role of CHK Proteins in Cell Cycle Checkpoint Control	0.0181970085860998
CD_inflamed	Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	2.22070768107763e-07
CD_inflamed	Role of IL-17A in Arthritis	2.38676856056941e-11
CD_inflamed	Role of IL-17A in Psoriasis	0
CD_inflamed	Role of IL-17F in Allergic Inflammatory Airway Diseases	5.6621374255883e-15
CD_inflamed	Role of JAK family kinases in IL-6-type Cytokine Signaling	1.98621386005016e-09
CD_inflamed	Role of JAK1 and JAK3 in γc Cytokine Signaling	4.22660110244166e-08
CD_inflamed	Role of JAK1, JAK2 and TYK2 in Interferon Signaling	0.000164088619719505
CD_inflamed	Role of JAK2 in Hormone-like Cytokine Signaling	0.000274323854862368
CD_inflamed	Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	9.9999999999989e-05
CD_inflamed	Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	0.00776247116628692
CD_inflamed	Role of MAPK Signaling in the Pathogenesis of Influenza	0.000382641639353976
CD_inflamed	Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	0
CD_inflamed	Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	0.0138038426460289
CD_inflamed	Role of NFAT in Cardiac Hypertrophy	1.22398864448314e-05
CD_inflamed	Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	5.53117442292361e-07
CD_inflamed	Role of PKR in Interferon Induction and Antiviral Response	0.000462113164256817
CD_inflamed	Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	5.65289635878763e-07
CD_inflamed	Role of Tissue Factor in Cancer	0
CD_inflamed	SPINK1 General Cancer Pathway	9.93153337347508e-10
CD_inflamed	STAT3 Pathway	0
CD_inflamed	Salvage Pathways of Pyrimidine Ribonucleotides	0.0275422870333817
CD_inflamed	Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	0.00707945784384134
CD_inflamed	Semaphorin Neuronal Repulsive Signaling Pathway	3.54655325662812e-07
CD_inflamed	Semaphorin Signaling in Neurons	6.55594095670953e-05
CD_inflamed	Senescence Pathway	7.98140553648352e-10
CD_inflamed	Serotonin Degradation	0.000139105561406505
CD_inflamed	Sertoli Cell-Sertoli Cell Junction Signaling	3.56381590904675e-14
CD_inflamed	Signaling by Rho Family GTPases	9.8628882838625e-12
CD_inflamed	Sirtuin Signaling Pathway	1.257283166467e-11
CD_inflamed	Small Cell Lung Cancer Signaling	0.00323775060566922
CD_inflamed	Sperm Motility	9.2148511043888e-15
CD_inflamed	Sphingosine-1-phosphate Signaling	2.63062003624803e-06
CD_inflamed	Stearate Biosynthesis I (Animals)	9.58812484427307e-05
CD_inflamed	Sumoylation Pathway	0.0143997677252312
CD_inflamed	Superoxide Radicals Degradation	0.00691830970918939
CD_inflamed	Superpathway of Citrulline Metabolism	0.00839929451115107
CD_inflamed	Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	8.65508352865252e-06
CD_inflamed	Superpathway of Inositol Phosphate Compounds	3.41954009552836e-09
CD_inflamed	Superpathway of Melatonin Degradation	0.00173780082874941
CD_inflamed	Superpathway of Serine and Glycine Biosynthesis I	0.0190546071796325
CD_inflamed	Synaptic Long Term Depression	0.0013934615934762
CD_inflamed	Synaptic Long Term Potentiation	1.00623452736759e-05
CD_inflamed	Synaptogenesis Signaling Pathway	3.27337658234672e-05
CD_inflamed	Systemic Lupus Erythematosus In B Cell Signaling Pathway	1.47910838821375e-06
CD_inflamed	T Cell Receptor Signaling	0.0478630092322638
CD_inflamed	TCA Cycle II (Eukaryotic)	0.0398107170553497
CD_inflamed	TGF-β Signaling	2.70215229212223e-05
CD_inflamed	TNFR2 Signaling	0.0371535229097173
CD_inflamed	TR/RXR Activation	0.000535041324932206
CD_inflamed	TREM1 Signaling	0
CD_inflamed	TWEAK Signaling	0.0204173794466953
CD_inflamed	Telomerase Signaling	0.00686777855785647
CD_inflamed	Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	0.00118067328264293
CD_inflamed	Th1 Pathway	0
CD_inflamed	Th1 and Th2 Activation Pathway	0
CD_inflamed	Th2 Pathway	0
CD_inflamed	Thiosulfate Disproportionation III (Rhodanese)	0.0204173794466953
CD_inflamed	Thrombin Signaling	1.7554440123746e-09
CD_inflamed	Thrombopoietin Signaling	7.34643316457895e-06
CD_inflamed	Thyroid Cancer Signaling	0.00645654229034653
CD_inflamed	Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	0.0181970085860998
CD_inflamed	Tight Junction Signaling	0.00776247116628692
CD_inflamed	Toll-like Receptor Signaling	0.000203506156253752
CD_inflamed	Triacylglycerol Biosynthesis	0.00707945784384134
CD_inflamed	Triacylglycerol Degradation	0.0229086765276777
CD_inflamed	Tryptophan Degradation III (Eukaryotic)	2.70215229212223e-05
CD_inflamed	Tryptophan Degradation X (Mammalian, via Tryptamine)	3.42253207308296e-06
CD_inflamed	Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	0.00389224897706664
CD_inflamed	Tumor Microenvironment Pathway	0
CD_inflamed	Tumoricidal Function of Hepatic Natural Killer Cells	0.000114959229586375
CD_inflamed	Type II Diabetes Mellitus Signaling	0.0331131121482591
CD_inflamed	Tyrosine Degradation I	0.0218776162394956
CD_inflamed	UDP-N-acetyl-D-galactosamine Biosynthesis II	0.00630957344480199
CD_inflamed	UDP-N-acetyl-D-glucosamine Biosynthesis II	0.0398107170553497
CD_inflamed	UVA-Induced MAPK Signaling	9.97862398588456e-05
CD_inflamed	UVC-Induced MAPK Signaling	0.00549540873857624
CD_inflamed	Unfolded protein response	2.20409246409758e-11
CD_inflamed	Urate Biosynthesis/Inosine 5'-phosphate Degradation	0.0398107170553497
CD_inflamed	VDR/RXR Activation	8.54104238930953e-05
CD_inflamed	VEGF Family Ligand-Receptor Interactions	1.99396434085175e-05
CD_inflamed	VEGF Signaling	0.000462113164256817
CD_inflamed	Valine Degradation I	7.55922902051509e-09
CD_inflamed	Virus Entry via Endocytic Pathways	3.33894722537309e-07
CD_inflamed	Vitamin-C Transport	0.00371535229097175
CD_inflamed	WNT/Ca+ pathway	0.000212258487326866
CD_inflamed	WNT/β-catenin Signaling	0.0436515832240165
CD_inflamed	White Adipose Tissue Browning Pathway	0.00269390078385146
CD_inflamed	Xenobiotic Metabolism AHR Signaling Pathway	1.37939487609984e-08
CD_inflamed	Xenobiotic Metabolism CAR Signaling Pathway	2.54712948510871e-08
CD_inflamed	Xenobiotic Metabolism General Signaling Pathway	1.82218420352598e-08
CD_inflamed	Xenobiotic Metabolism PXR Signaling Pathway	1.40402911519288e-10
CD_inflamed	Xenobiotic Metabolism Signaling	0
CD_inflamed	cAMP-mediated signaling	0.000363078054770094
CD_inflamed	dTMP De Novo Biosynthesis	0.0218776162394956
CD_inflamed	eNOS Signaling	0.00316227766016841
CD_inflamed	fMLP Signaling in Neutrophils	7.1670447354677e-12
CD_inflamed	iNOS Signaling	4.0009858304213e-07
CD_inflamed	mTOR Signaling	3.13636005924156e-05
CD_inflamed	p38 MAPK Signaling	4.89837820305539e-08
CD_inflamed	p53 Signaling	0.00358729436675076
CD_inflamed	p70S6K Signaling	5.95958481452996e-08
CD_inflamed	tRNA Charging	1.74932651286763e-06
CD_inflamed	tRNA Splicing	0.0173780082874937
CD_inflamed	α-Adrenergic Signaling	4.59835548527465e-08
CD_inflamed	α-tocopherol Degradation	0.0218776162394956
CD_inflamed	β-alanine Degradation I	0.0316227766016838
CD_inflamed	γ-glutamyl Cycle	0.0316227766016838
CD_inflamed	γ-linolenate Biosynthesis II (Animals)	0.0107151930523761
CD_non-inflamed	5-aminoimidazole Ribonucleotide Biosynthesis I	0.0354813389233576
CD_non-inflamed	AMPK Signaling	0.00572570996132904
CD_non-inflamed	ATM Signaling	0.0288403150312661
CD_non-inflamed	Actin Cytoskeleton Signaling	0.0426579518801593
CD_non-inflamed	Acute Myeloid Leukemia Signaling	0.00223939641691218
CD_non-inflamed	Acute Phase Response Signaling	0.00286472245609093
CD_non-inflamed	Agranulocyte Adhesion and Diapedesis	0.0239883291901949
CD_non-inflamed	Agrin Interactions at Neuromuscular Junction	0.00912010839355915
CD_non-inflamed	Anandamide Degradation	0.00870963589956086
CD_non-inflamed	Antigen Presentation Pathway	0.0107151930523761
CD_non-inflamed	Apoptosis Signaling	0.0354813389233576
CD_non-inflamed	Arginine Degradation I (Arginase Pathway)	0.0478630092322638
CD_non-inflamed	Aryl Hydrocarbon Receptor Signaling	0.00295120922666636
CD_non-inflamed	Assembly of RNA Polymerase III Complex	0.00891250938133747
CD_non-inflamed	Autophagy	0.0144543977074593
CD_non-inflamed	Basal Cell Carcinoma Signaling	0.0380189396320562
CD_non-inflamed	Biotin-carboxyl Carrier Protein Assembly	0.00870963589956086
CD_non-inflamed	Bladder Cancer Signaling	0.0489778819368446
CD_non-inflamed	CDK5 Signaling	0.0457088189614875
CD_non-inflamed	CNTF Signaling	0.0301995172040201
CD_non-inflamed	CSDE1 Signaling Pathway	0.0288403150312661
CD_non-inflamed	Cancer Drug Resistance By Drug Efflux	0.00524807460249777
CD_non-inflamed	Cell Cycle Control of Chromosomal Replication	0.0301995172040201
CD_non-inflamed	Cell Cycle Regulation by BTG Family Proteins	0.01
CD_non-inflamed	Cell Cycle: G1/S Checkpoint Regulation	0.0106821280412196
CD_non-inflamed	Cell Cycle: G2/M DNA Damage Checkpoint Regulation	0.000331131121482642
CD_non-inflamed	Ceramide Signaling	0.0234422881531993
CD_non-inflamed	Choline Biosynthesis III	0.0380189396320562
CD_non-inflamed	Choline Degradation I	0.0239883291901949
CD_non-inflamed	Chronic Myeloid Leukemia Signaling	0.00933254300796993
CD_non-inflamed	Circadian Rhythm Signaling	4.46683592151276e-05
CD_non-inflamed	Clathrin-mediated Endocytosis Signaling	0.00014454397707464
CD_non-inflamed	Colanic Acid Building Blocks Biosynthesis	0.000660693448007565
CD_non-inflamed	Colorectal Cancer Metastasis Signaling	0.01
CD_non-inflamed	Complement System	0.0457088189614875
CD_non-inflamed	Coronavirus Pathogenesis Pathway	0.0309029543251359
CD_non-inflamed	Crosstalk between Dendritic Cells and Natural Killer Cells	0.0245470891568503
CD_non-inflamed	Cyclins and Cell Cycle Regulation	0.00258563440910331
CD_non-inflamed	DNA damage-induced 14-3-3σ Signaling	0.0181970085860998
CD_non-inflamed	Docosahexaenoic Acid (DHA) Signaling	0.0165958690743756
CD_non-inflamed	Dopamine-DARPP32 Feedback in cAMP Signaling	0.0208929613085403
CD_non-inflamed	EGF Signaling	0.0301995172040201
CD_non-inflamed	EIF2 Signaling	1.09647819613867e-05
CD_non-inflamed	ERB2-ERBB3 Signaling	0.00741310241300919
CD_non-inflamed	ERBB4 Signaling	0.00831763771102667
CD_non-inflamed	ERK/MAPK Signaling	0.00517403249750137
CD_non-inflamed	ERK5 Signaling	0.00023442288153197
CD_non-inflamed	Endocannabinoid Cancer Inhibition Pathway	0.0245470891568503
CD_non-inflamed	Endocannabinoid Developing Neuron Pathway	0.00380189396320563
CD_non-inflamed	Endometrial Cancer Signaling	0.000776247116628714
CD_non-inflamed	Endothelin-1 Signaling	0.00691830970918939
CD_non-inflamed	Ephrin Receptor Signaling	0.0107151930523761
CD_non-inflamed	Epithelial Adherens Junction Signaling	0.0398107170553497
CD_non-inflamed	Erythropoietin Signaling Pathway	0.0165958690743756
CD_non-inflamed	Estrogen Receptor Signaling	0.00338844156139206
CD_non-inflamed	Estrogen-Dependent Breast Cancer Signaling	0.000338844156139162
CD_non-inflamed	Estrogen-mediated S-phase Entry	0.00413755732424903
CD_non-inflamed	FAK Signaling	0.0257039578276886
CD_non-inflamed	FAT10 Signaling Pathway	0.00891250938133747
CD_non-inflamed	FLT3 Signaling in Hematopoietic Progenitor Cells	0.00269153480392692
CD_non-inflamed	Factors Promoting Cardiogenesis in Vertebrates	0.0301995172040201
CD_non-inflamed	Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	0.00169824365246174
CD_non-inflamed	Ferroptosis Signaling Pathway	0.00380189396320563
CD_non-inflamed	GADD45 Signaling	0.000701973950488766
CD_non-inflamed	GDP-L-fucose Biosynthesis I (from GDP-D-mannose)	0.00301995172040204
CD_non-inflamed	GDP-mannose Biosynthesis	0.0389045144994281
CD_non-inflamed	GM-CSF Signaling	0.000179289916184211
CD_non-inflamed	Glioblastoma Multiforme Signaling	0.000187026333202445
CD_non-inflamed	Glioma Invasiveness Signaling	0.0407380277804112
CD_non-inflamed	Glioma Signaling	0.00130956022005191
CD_non-inflamed	Glycolysis I	0.0398107170553497
CD_non-inflamed	Gαq Signaling	0.0095499258602143
CD_non-inflamed	HER-2 Signaling in Breast Cancer	0.0363078054770101
CD_non-inflamed	HGF Signaling	0.00562341325190352
CD_non-inflamed	HIF1α Signaling	0.00304619889076596
CD_non-inflamed	Hepatic Fibrosis Signaling Pathway	0.00724435960074987
CD_non-inflamed	Hereditary Breast Cancer Signaling	0.00691830970918939
CD_non-inflamed	Huntington's Disease Signaling	0.00134896288259168
CD_non-inflamed	Hypoxia Signaling in the Cardiovascular System	0.00182269065713836
CD_non-inflamed	IGF-1 Signaling	0.0371535229097173
CD_non-inflamed	IL-12 Signaling and Production in Macrophages	0.0331131121482591
CD_non-inflamed	IL-15 Production	0.014791083881682
CD_non-inflamed	IL-2 Signaling	0.0371535229097173
CD_non-inflamed	IL-3 Signaling	0.0112201845430197
CD_non-inflamed	IL-4 Signaling	0.00467735141287196
CD_non-inflamed	IL-7 Signaling Pathway	0.0181970085860998
CD_non-inflamed	IL-8 Signaling	0.00239883291901954
CD_non-inflamed	ILK Signaling	0.00145232186929045
CD_non-inflamed	Insulin Receptor Signaling	0.0245470891568503
CD_non-inflamed	Integrin Signaling	0.00457088189614874
CD_non-inflamed	Interferon Signaling	0.0128824955169313
CD_non-inflamed	Iron homeostasis signaling pathway	0.014791083881682
CD_non-inflamed	Kinetochore Metaphase Signaling Pathway	1.17489755493416e-05
CD_non-inflamed	Leukocyte Extravasation Signaling	0.00812830516164098
CD_non-inflamed	MSP-RON Signaling In Cancer Cells Pathway	0.00120540638013666
CD_non-inflamed	MSP-RON Signaling In Macrophages Pathway	0.0125892541179417
CD_non-inflamed	Melanocyte Development and Pigmentation Signaling	0.00562341325190352
CD_non-inflamed	Melanoma Signaling	0.0030902954325136
CD_non-inflamed	Mismatch Repair in Eukaryotes	0.0154881661891249
CD_non-inflamed	Mitotic Roles of Polo-Like Kinase	0.000575439937337108
CD_non-inflamed	Molecular Mechanisms of Cancer	8.91250938128696e-06
CD_non-inflamed	Mouse Embryonic Stem Cell Pluripotency	0.0257039578276886
CD_non-inflamed	NGF Signaling	0.0138038426460289
CD_non-inflamed	NRF2-mediated Oxidative Stress Response	0.0426579518801593
CD_non-inflamed	Natural Killer Cell Signaling	0.00912010839355915
CD_non-inflamed	Necroptosis Signaling Pathway	0.0426579518801593
CD_non-inflamed	Neurotrophin/TRK Signaling	0.00223872113856838
CD_non-inflamed	Non-Small Cell Lung Cancer Signaling	0.000731870964183812
CD_non-inflamed	Oncostatin M Signaling	0.0151356124843621
CD_non-inflamed	Opioid Signaling Pathway	0.0478630092322638
CD_non-inflamed	Osteoarthritis Pathway	0.00416869383470331
CD_non-inflamed	P2Y Purigenic Receptor Signaling Pathway	0.0194984459975804
CD_non-inflamed	PCP pathway	0.0162181009735893
CD_non-inflamed	PDGF Signaling	0.00759582669734971
CD_non-inflamed	PI3K Signaling in B Lymphocytes	0.00645654229034653
CD_non-inflamed	PI3K/AKT Signaling	0.000676082975392012
CD_non-inflamed	PTEN Signaling	0.000864580776085533
CD_non-inflamed	Pancreatic Adenocarcinoma Signaling	0.00125892541179418
CD_non-inflamed	Paxillin Signaling	0.0134896288259165
CD_non-inflamed	Phagosome Formation	0.0407380277804112
CD_non-inflamed	Phagosome Maturation	0.0346736850452531
CD_non-inflamed	Phospholipases	0.0194984459975804
CD_non-inflamed	Prostate Cancer Signaling	0.00208929613085407
CD_non-inflamed	Protein Ubiquitination Pathway	0.0022859064842079
CD_non-inflamed	Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	0.0436515832240165
CD_non-inflamed	Regulation of Cellular Mechanics by Calpain Protease	0.000256625456528159
CD_non-inflamed	Regulation of eIF4 and p70S6K Signaling	0.00549540873857624
CD_non-inflamed	Remodeling of Epithelial Adherens Junctions	0.0275422870333817
CD_non-inflamed	Retinoic acid Mediated Apoptosis Signaling	0.0123026877081238
CD_non-inflamed	Role of CHK Proteins in Cell Cycle Checkpoint Control	0.000262087546713974
CD_non-inflamed	Role of IL-17F in Allergic Inflammatory Airway Diseases	0.0158489319246111
CD_non-inflamed	Role of JAK1 and JAK3 in γc Cytokine Signaling	0.00430947386835923
CD_non-inflamed	Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	0.0371535229097173
CD_non-inflamed	Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	0.00489778819368447
CD_non-inflamed	Role of Tissue Factor in Cancer	0.00017782794100385
CD_non-inflamed	S-methyl-5-thio-α-D-ribose 1-phosphate Degradation	0.0239883291901949
CD_non-inflamed	SPINK1 General Cancer Pathway	5.06985841197682e-07
CD_non-inflamed	Senescence Pathway	7.2053587968135e-05
CD_non-inflamed	Small Cell Lung Cancer Signaling	0.0338844156139202
CD_non-inflamed	Sphingosine-1-phosphate Signaling	0.00426579518801595
CD_non-inflamed	Spliceosomal Cycle	0.0213796208950223
CD_non-inflamed	Synaptic Long Term Potentiation	0.00426579518801595
CD_non-inflamed	Synaptogenesis Signaling Pathway	0.0125892541179417
CD_non-inflamed	TR/RXR Activation	0.00064565422903462
CD_non-inflamed	Telomerase Signaling	0.0371535229097173
CD_non-inflamed	Thrombopoietin Signaling	0.0407380277804112
CD_non-inflamed	Thyroid Cancer Signaling	0.0141253754462275
CD_non-inflamed	Thyroid Hormone Biosynthesis	0.00870963589956086
CD_non-inflamed	Triacylglycerol Degradation	0.0234422881531993
CD_non-inflamed	Tumor Microenvironment Pathway	6.30957344480709e-05
CD_non-inflamed	UVC-Induced MAPK Signaling	0.0234422881531993
CD_non-inflamed	VEGF Family Ligand-Receptor Interactions	0.0407380277804112
CD_non-inflamed	VEGF Signaling	0.00197929743536307
CD_non-inflamed	Virus Entry via Endocytic Pathways	0.00165958690743762
CD_non-inflamed	Wnt/Ca+ pathway	0.00724435960074987
CD_non-inflamed	Xenobiotic Metabolism Signaling	0.0436515832240165
CD_non-inflamed	eNOS Signaling	0.0407380277804112
CD_non-inflamed	mTOR Signaling	0.0120226443461742
CD_non-inflamed	γ-linolenate Biosynthesis II (Animals)	0.0194984459975804
JM_inflamed	Interferon Signaling	7.94328234724279e-23
JM_inflamed	Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	2.51188643150957e-17
JM_inflamed	Activation of IRF by Cytosolic Pattern Recognition Receptors	3.09029543251359e-09
JM_inflamed	Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	1.41253754462276e-08
JM_inflamed	Pathogenesis of Multiple Sclerosis	1.34896288259165e-07
JM_inflamed	Coronavirus Pathogenesis Pathway	2.04173794466953e-07
JM_inflamed	Antigen Presentation Pathway	2.63026799189538e-06
JM_inflamed	Role of PKR in Interferon Induction and Antiviral Response	1.23026877081238e-05
JM_inflamed	Systemic Lupus Erythematosus In B Cell Signaling Pathway	1.28824955169314e-05
JM_inflamed	Th1 and Th2 Activation Pathway	5.62341325190349e-05
JM_inflamed	Protein Ubiquitination Pathway	0.000186208713666287
JM_inflamed	Necroptosis Signaling Pathway	0.000275422870333817
JM_inflamed	Retinoic acid Mediated Apoptosis Signaling	0.000338844156139202
JM_inflamed	PD-1, PD-L1 cancer immunotherapy pathway	0.000338844156139202
JM_inflamed	Neuroinflammation Signaling Pathway	0.000416869383470336
JM_inflamed	Role of JAK1, JAK2 and TYK2 in Interferon Signaling	0.000457088189614875
JM_inflamed	Th1 Pathway	0.000616595001861482
JM_inflamed	Natural Killer Cell Signaling	0.000933254300796991
JM_inflamed	Th2 Pathway	0.00109647819614319
JM_inflamed	Complement System	0.00120226443461741
JM_inflamed	JAK/STAT Signaling	0.00134896288259165
JM_inflamed	NAD Signaling Pathway	0.00158489319246111
JM_inflamed	Prolactin Signaling	0.00162181009735893
JM_inflamed	PDGF Signaling	0.00162181009735893
JM_inflamed	Phagosome Maturation	0.00181970085860998
JM_inflamed	Oncostatin M Signaling	0.00199526231496888
JM_inflamed	Role of RIG1-like Receptors in Antiviral Innate Immunity	0.00213796208950223
JM_inflamed	iNOS Signaling	0.00245470891568503
JM_inflamed	UVA-Induced MAPK Signaling	0.00251188643150958
JM_inflamed	Granulocyte Adhesion and Diapedesis	0.00354813389233575
JM_inflamed	CNTF Signaling	0.00426579518801593
JM_inflamed	Acute Phase Response Signaling	0.00446683592150963
JM_inflamed	T Cell Exhaustion Signaling Pathway	0.00512861383991365
JM_inflamed	Thrombopoietin Signaling	0.00588843655355589
JM_inflamed	Inflammasome pathway	0.00602559586074358
JM_inflamed	Pancreatic Adenocarcinoma Signaling	0.00602559586074358
JM_inflamed	Dendritic Cell Maturation	0.00676082975391982
JM_inflamed	Role of JAK1 and JAK3 in γc Cytokine Signaling	0.00707945784384138
JM_inflamed	GM-CSF Signaling	0.00794328234724281
JM_inflamed	TREM1 Signaling	0.00851138038202377
JM_inflamed	Role of JAK family kinases in IL-6-type Cytokine Signaling	0.00933254300796992
JM_inflamed	Caveolar-mediated Endocytosis Signaling	0.00954992586021436
JM_inflamed	IL-17A Signaling in Gastric Cells	0.01
JM_inflamed	IL-3 Signaling	0.0109647819614319
JM_inflamed	FLT3 Signaling in Hematopoietic Progenitor Cells	0.0109647819614319
JM_inflamed	Role of JAK2 in Hormone-like Cytokine Signaling	0.0147910838816821
JM_inflamed	IL-4 Signaling	0.0158489319246111
JM_inflamed	Crosstalk between Dendritic Cells and Natural Killer Cells	0.0162181009735893
JM_inflamed	Erythropoietin Signaling Pathway	0.0169824365246174
JM_inflamed	Death Receptor Signaling	0.0177827941003892
JM_inflamed	Tumor Microenvironment Pathway	0.0204173794466953
JM_inflamed	Virus Entry via Endocytic Pathways	0.0229086765276777
JM_inflamed	IGF-1 Signaling	0.0229086765276777
JM_inflamed	CTLA4 Signaling in Cytotoxic T Lymphocytes	0.0229086765276777
JM_inflamed	Hepatic Fibrosis / Hepatic Stellate Cell Activation	0.0251188643150958
JM_inflamed	Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	0.0257039578276886
JM_inflamed	Neuroprotective Role of THOP1 in Alzheimer's Disease	0.0269153480392692
JM_inflamed	Agranulocyte Adhesion and Diapedesis	0.0281838293126445
JM_inflamed	MSP-RON Signaling In Macrophages Pathway	0.0288403150312661
JM_inflamed	p38 MAPK Signaling	0.0316227766016838
JM_inflamed	Renin-Angiotensin Signaling	0.0323593656929628
JM_inflamed	Type I Diabetes Mellitus Signaling	0.0323593656929628
JM_inflamed	IL-15 Production	0.0331131121482591
JM_inflamed	Primary Immunodeficiency Signaling	0.0331131121482591
JM_inflamed	Glucocorticoid Receptor Signaling	0.0389045144994281
JM_inflamed	Phosphatidylcholine Biosynthesis I	0.0398107170553497
JM_inflamed	EGF Signaling	0.0407380277804113
JM_inflamed	SPINK1 Pancreatic Cancer Pathway	0.0407380277804113
JM_inflamed	IL-12 Signaling and Production in Macrophages	0.0436515832240166
JM_inflamed	Phosphatidylethanolamine Biosynthesis II	0.0457088189614875
JM_non-inflamed	Oxidative Phosphorylation	1.58489319246112e-12
JM_non-inflamed	Mitochondrial Dysfunction	4.36515832240167e-09
JM_non-inflamed	EIF2 Signaling	1.99526231496888e-05
JM_non-inflamed	Glucocorticoid Receptor Signaling	7.07945784384137e-05
JM_non-inflamed	Estrogen Receptor Signaling	0.000549540873857625
JM_non-inflamed	Aldosterone Signaling in Epithelial Cells	0.000851138038202377
JM_non-inflamed	NAD Signaling Pathway	0.00141253754462275
JM_non-inflamed	Regulation of eIF4 and p70S6K Signaling	0.00177827941003892
JM_non-inflamed	IGF-1 Signaling	0.00208929613085404
JM_non-inflamed	Role of PKR in Interferon Induction and Antiviral Response	0.00263026799189538
JM_non-inflamed	VEGF Signaling	0.00562341325190349
JM_non-inflamed	Protein Ubiquitination Pathway	0.00707945784384138
JM_non-inflamed	Clathrin-mediated Endocytosis Signaling	0.0102329299228075
JM_non-inflamed	Endoplasmic Reticulum Stress Pathway	0.010471285480509
JM_non-inflamed	HER-2 Signaling in Breast Cancer	0.0107151930523761
JM_non-inflamed	SPINK1 General Cancer Pathway	0.0109647819614319
JM_non-inflamed	Mitotic Roles of Polo-Like Kinase	0.0125892541179417
JM_non-inflamed	Insulin Secretion Signaling Pathway	0.0141253754462275
JM_non-inflamed	mTOR Signaling	0.0151356124843621
JM_non-inflamed	Xenobiotic Metabolism PXR Signaling Pathway	0.0162181009735893
JM_non-inflamed	Ephrin B Signaling	0.0213796208950223
JM_non-inflamed	Sirtuin Signaling Pathway	0.0239883291901949
JM_non-inflamed	Inhibition of ARE-Mediated mRNA Degradation Pathway	0.0245470891568503
JM_non-inflamed	Cleavage and Polyadenylation of Pre-mRNA	0.0275422870333817
JM_non-inflamed	Renal Cell Carcinoma Signaling	0.0288403150312661
JM_non-inflamed	Bile Acid Biosynthesis, Neutral Pathway	0.0323593656929628
JM_non-inflamed	EGF Signaling	0.0323593656929628
JM_non-inflamed	Androgen Signaling	0.0331131121482591
JM_non-inflamed	Colanic Acid Building Blocks Biosynthesis	0.0371535229097173
JM_non-inflamed	Xenobiotic Metabolism Signaling	0.0380189396320561
JM_non-inflamed	Nucleotide Excision Repair Pathway	0.0407380277804113
