disease	IngenuityCanonicalPathways	pvalue
AD_non-inflamed	BAG2 Signaling Pathway	0.000144543977074593
AD_non-inflamed	p38 MAPK Signaling	0.000173780082874938
AD_non-inflamed	Superpathway of Inositol Phosphate Compounds	0.000186208713666287
AD_non-inflamed	3-phosphoinositide Biosynthesis	0.000288403150312661
AD_non-inflamed	Inhibition of ARE-Mediated mRNA Degradation Pathway	0.000301995172040202
AD_non-inflamed	PEDF Signaling	0.000316227766016838
AD_non-inflamed	Activation of IRF by Cytosolic Pattern Recognition Receptors	0.000323593656929628
AD_non-inflamed	PI3K Signaling in B Lymphocytes	0.000371535229097172
AD_non-inflamed	Myc Mediated Apoptosis Signaling	0.00038904514499428
AD_non-inflamed	Role of RIG1-like Receptors in Antiviral Innate Immunity	0.000478630092322639
AD_non-inflamed	UVA-Induced MAPK Signaling	0.000501187233627273
AD_non-inflamed	Huntington's Disease Signaling	0.000549540873857625
AD_non-inflamed	RAN Signaling	0.000549540873857625
AD_non-inflamed	ERK5 Signaling	0.000562341325190349
AD_non-inflamed	Pancreatic Adenocarcinoma Signaling	0.000575439937337157
AD_non-inflamed	IL-17A Signaling in Fibroblasts	0.000575439937337157
AD_non-inflamed	IL-1 Signaling	0.000588843655355589
AD_non-inflamed	Ephrin Receptor Signaling	0.000602559586074357
AD_non-inflamed	Angiopoietin Signaling	0.000616595001861482
AD_non-inflamed	AMPK Signaling	0.000707945784384138
AD_non-inflamed	MSP-RON Signaling In Cancer Cells Pathway	0.000741310241300918
AD_non-inflamed	CD40 Signaling	0.000741310241300918
AD_non-inflamed	PI3K/AKT Signaling	0.000794328234724281
AD_non-inflamed	TGF-β Signaling	0.000891250938133746
AD_non-inflamed	iNOS Signaling	0.000933254300796991
AD_non-inflamed	Wnt/β-catenin Signaling	0.000933254300796991
AD_non-inflamed	Cell Cycle: G2/M DNA Damage Checkpoint Regulation	0.00112201845430196
AD_non-inflamed	IL-6 Signaling	0.00114815362149688
AD_non-inflamed	Mitochondrial Dysfunction	0.00123026877081238
AD_non-inflamed	Xenobiotic Metabolism Signaling	0.00128824955169313
AD_non-inflamed	Adipogenesis pathway	0.00138038426460289
AD_non-inflamed	BEX2 Signaling Pathway	0.00154881661891248
AD_non-inflamed	Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	0.00165958690743756
AD_non-inflamed	PTEN Signaling	0.00165958690743756
AD_non-inflamed	Heme Degradation	0.00169824365246174
AD_non-inflamed	NRF2-mediated Oxidative Stress Response	0.00169824365246174
AD_non-inflamed	DNA damage-induced 14-3-3σ Signaling	0.00177827941003892
AD_non-inflamed	Toll-like Receptor Signaling	0.00181970085860998
AD_non-inflamed	Hepatic Fibrosis Signaling Pathway	0.00199526231496888
AD_non-inflamed	LPS-stimulated MAPK Signaling	0.00199526231496888
AD_non-inflamed	HER-2 Signaling in Breast Cancer	0.00204173794466953
AD_non-inflamed	ERK/MAPK Signaling	0.00218776162394955
AD_non-inflamed	IL-17A Signaling in Airway Cells	0.00229086765276777
AD_non-inflamed	Ceramide Signaling	0.00257039578276886
AD_non-inflamed	p70S6K Signaling	0.00257039578276886
AD_non-inflamed	DNA Double-Strand Break Repair by Non-Homologous End Joining	0.00263026799189538
AD_non-inflamed	Endocannabinoid Cancer Inhibition Pathway	0.00301995172040202
AD_non-inflamed	Lymphotoxin β Receptor Signaling	0.00331131121482591
AD_non-inflamed	Heme Biosynthesis II	0.00331131121482591
AD_non-inflamed	CDK5 Signaling	0.00338844156139202
AD_non-inflamed	Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	0.00346736850452532
AD_non-inflamed	Acute Phase Response Signaling	0.00354813389233575
AD_non-inflamed	UVC-Induced MAPK Signaling	0.00380189396320561
AD_non-inflamed	Role of IL-17F in Allergic Inflammatory Airway Diseases	0.0038904514499428
AD_non-inflamed	BMP signaling pathway	0.00416869383470336
AD_non-inflamed	BER pathway	0.00426579518801593
AD_non-inflamed	Unfolded protein response	0.00436515832240166
AD_non-inflamed	Gαq Signaling	0.00436515832240166
AD_non-inflamed	Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	0.00446683592150963
AD_non-inflamed	Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	0.00446683592150963
AD_non-inflamed	Prostate Cancer Signaling	0.00467735141287198
AD_non-inflamed	Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	0.00467735141287198
AD_non-inflamed	Acute Myeloid Leukemia Signaling	0.00512861383991365
AD_non-inflamed	ILK Signaling	0.00630957344480193
AD_non-inflamed	Antioxidant Action of Vitamin C	0.00630957344480193
AD_non-inflamed	Insulin Receptor Signaling	0.00707945784384138
AD_non-inflamed	Amyloid Processing	0.0072443596007499
AD_non-inflamed	Pyridoxal 5'-phosphate Salvage Pathway	0.00741310241300918
AD_non-inflamed	Oxidative Phosphorylation	0.00741310241300918
AD_non-inflamed	IGF-1 Signaling	0.00741310241300918
AD_non-inflamed	Mismatch Repair in Eukaryotes	0.00758577575029184
AD_non-inflamed	FAT10 Signaling Pathway	0.00776247116628692
AD_non-inflamed	Rac Signaling	0.00812830516164099
AD_non-inflamed	Iron homeostasis signaling pathway	0.00812830516164099
AD_non-inflamed	Hypusine Biosynthesis	0.00831763771102671
AD_non-inflamed	VEGF Signaling	0.00851138038202377
AD_non-inflamed	Integrin Signaling	0.00933254300796992
AD_non-inflamed	fMLP Signaling in Neutrophils	0.00954992586021436
AD_non-inflamed	EGF Signaling	0.00954992586021436
AD_non-inflamed	NF-κB Activation by Viruses	0.00977237220955811
AD_non-inflamed	Glucocorticoid Receptor Signaling	0.00977237220955811
AD_non-inflamed	PDGF Signaling	0.01
AD_non-inflamed	Chronic Myeloid Leukemia Signaling	0.01
AD_non-inflamed	p53 Signaling	0.01
AD_non-inflamed	Small Cell Lung Cancer Signaling	0.01
AD_non-inflamed	GNRH Signaling	0.010471285480509
AD_non-inflamed	Wnt/Ca+ pathway	0.010471285480509
AD_non-inflamed	IL-8 Signaling	0.0112201845430196
AD_non-inflamed	FLT3 Signaling in Hematopoietic Progenitor Cells	0.0114815362149688
AD_non-inflamed	tRNA Charging	0.0134896288259165
AD_non-inflamed	IL-22 Signaling	0.0138038426460288
AD_non-inflamed	Thrombin Signaling	0.0141253754462275
AD_non-inflamed	Xenobiotic Metabolism General Signaling Pathway	0.0151356124843621
AD_non-inflamed	Epithelial Adherens Junction Signaling	0.0177827941003892
AD_non-inflamed	Arginine Biosynthesis IV	0.0177827941003892
AD_non-inflamed	GDP-mannose Biosynthesis	0.0177827941003892
AD_non-inflamed	NER (Nucleotide Excision Repair, Enhanced Pathway)	0.0177827941003892
AD_non-inflamed	JAK/Stat Signaling	0.0186208713666287
AD_non-inflamed	Role of JAK family kinases in IL-6-type Cytokine Signaling	0.0190546071796325
AD_non-inflamed	Sphingosine-1-phosphate Signaling	0.0194984459975805
AD_non-inflamed	Telomere Extension by Telomerase	0.0194984459975805
AD_non-inflamed	MIF-mediated Glucocorticoid Regulation	0.0204173794466953
AD_non-inflamed	Mouse Embryonic Stem Cell Pluripotency	0.0204173794466953
AD_non-inflamed	Phagosome Maturation	0.0204173794466953
AD_non-inflamed	Semaphorin Signaling in Neurons	0.0208929613085404
AD_non-inflamed	Cyclins and Cell Cycle Regulation	0.0213796208950223
AD_non-inflamed	MIF Regulation of Innate Immunity	0.0229086765276777
AD_non-inflamed	Regulation of the Epithelial-Mesenchymal Transition Pathway	0.0234422881531992
AD_non-inflamed	Telomerase Signaling	0.0234422881531992
AD_non-inflamed	Insulin Secretion Signaling Pathway	0.0234422881531992
AD_non-inflamed	Salvage Pathways of Pyrimidine Ribonucleotides	0.0239883291901949
AD_non-inflamed	Cholecystokinin/Gastrin-mediated Signaling	0.0251188643150958
AD_non-inflamed	Cell Cycle Control of Chromosomal Replication	0.0251188643150958
AD_non-inflamed	GADD45 Signaling	0.0251188643150958
AD_non-inflamed	Purine Nucleotides Degradation II (Aerobic)	0.0251188643150958
AD_non-inflamed	Role of JAK1, JAK2 and TYK2 in Interferon Signaling	0.0251188643150958
AD_non-inflamed	Ephrin B Signaling	0.0257039578276886
AD_non-inflamed	RhoA Signaling	0.0275422870333817
AD_non-inflamed	Signaling by Rho Family GTPases	0.0275422870333817
AD_non-inflamed	Heme Biosynthesis from Uroporphyrinogen-III I	0.0281838293126445
AD_non-inflamed	Spermine and Spermidine Degradation I	0.0281838293126445
AD_non-inflamed	Arginine Degradation I (Arginase Pathway)	0.0281838293126445
AD_non-inflamed	Oxidized GTP and dGTP Detoxification	0.0281838293126445
AD_non-inflamed	Adenosine Nucleotides Degradation II	0.0288403150312661
AD_non-inflamed	Parkinson's Signaling	0.0288403150312661
AD_non-inflamed	Cardiac Hypertrophy Signaling	0.0301995172040202
AD_non-inflamed	Melanocyte Development and Pigmentation Signaling	0.0316227766016838
AD_non-inflamed	Renal Cell Carcinoma Signaling	0.0338844156139203
AD_non-inflamed	PFKFB4 Signaling Pathway	0.0338844156139203
AD_non-inflamed	Melatonin Signaling	0.0346736850452532
AD_non-inflamed	Calcium Transport I	0.0346736850452532
AD_non-inflamed	Type II Diabetes Mellitus Signaling	0.0354813389233576
AD_non-inflamed	Gα12/13 Signaling	0.0363078054770101
AD_non-inflamed	Actin Nucleation by ARP-WASP Complex	0.0371535229097173
AD_non-inflamed	Pyrimidine Ribonucleotides De Novo Biosynthesis	0.0380189396320561
AD_non-inflamed	Nucleotide Excision Repair Pathway	0.0380189396320561
AD_non-inflamed	Reelin Signaling in Neurons	0.0380189396320561
AD_non-inflamed	CXCR4 Signaling	0.0389045144994281
AD_non-inflamed	Glycolysis I	0.0389045144994281
AD_non-inflamed	Aryl Hydrocarbon Receptor Signaling	0.0407380277804113
AD_non-inflamed	Cell Cycle: G1/S Checkpoint Regulation	0.0407380277804113
AD_non-inflamed	HIF1α Signaling	0.0407380277804113
AD_non-inflamed	Glycine Degradation (Creatine Biosynthesis)	0.0407380277804113
AD_non-inflamed	Colorectal Cancer Metastasis Signaling	0.0426579518801593
AD_non-inflamed	Glioma Signaling	0.0436515832240166
AD_non-inflamed	Inhibition of Angiogenesis by TSP1	0.0446683592150963
AD_non-inflamed	Role of JAK2 in Hormone-like Cytokine Signaling	0.0446683592150963
AD_non-inflamed	Neurotrophin/TRK Signaling	0.0457088189614875
AD_non-inflamed	HGF Signaling	0.0457088189614875
AD_non-inflamed	Endoplasmic Reticulum Stress Pathway	0.0467735141287198
AD_non-inflamed	Choline Biosynthesis III	0.0467735141287198
AD_non-inflamed	Urate Biosynthesis/Inosine 5'-phosphate Degradation	0.0467735141287198
AD_non-inflamed	Endocannabinoid Developing Neuron Pathway	0.0478630092322638
AD_non-inflamed	CNTF Signaling	0.0489778819368446
AD_non-inflamed	NAD Signaling Pathway	0.0501187233627272
AD_non-inflamed	Role of Tissue Factor in Cancer	0.0512861383991365
AD_non-inflamed	γ-glutamyl Cycle	0.0537031796370253
AD_non-inflamed	Adrenomedullin signaling pathway	0.0537031796370253
AD_non-inflamed	D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	0.0549540873857625
AD_non-inflamed	Osteoarthritis Pathway	0.0549540873857625
AD_non-inflamed	Androgen Signaling	0.0549540873857625
AD_non-inflamed	Pyrimidine Ribonucleotides Interconversion	0.0549540873857625
AD_non-inflamed	Notch Signaling	0.0562341325190349
AD_non-inflamed	Apelin Endothelial Signaling Pathway	0.0588843655355589
AD_non-inflamed	Sucrose Degradation V (Mammalian)	0.0588843655355589
AD_non-inflamed	Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	0.0602559586074358
AD_non-inflamed	Tetrapyrrole Biosynthesis II	0.0602559586074358
AD_non-inflamed	Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	0.0602559586074358
AD_non-inflamed	IL-3 Signaling	0.0660693448007596
AD_non-inflamed	DNA Methylation and Transcriptional Repression Signaling	0.0676082975391982
AD_non-inflamed	Germ Cell-Sertoli Cell Junction Signaling	0.0676082975391982
AD_non-inflamed	Natural Killer Cell Signaling	0.0691830970918937
AD_non-inflamed	Semaphorin Neuronal Repulsive Signaling Pathway	0.0741310241300918
AD_non-inflamed	RhoGDI Signaling	0.0741310241300918
AD_non-inflamed	Non-Small Cell Lung Cancer Signaling	0.0758577575029184
AD_non-inflamed	Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	0.0758577575029184
AD_non-inflamed	Neuregulin Signaling	0.0794328234724281
AD_non-inflamed	Actin Cytoskeleton Signaling	0.0794328234724281
AD_non-inflamed	G Protein Signaling Mediated by Tubby	0.0794328234724281
AD_non-inflamed	Apelin Cardiomyocyte Signaling Pathway	0.0812830516164099
AD_non-inflamed	Aldosterone Signaling in Epithelial Cells	0.0851138038202376
AD_non-inflamed	Opioid Signaling Pathway	0.0851138038202376
AD_non-inflamed	IL-15 Signaling	0.0870963589956081
AD_non-inflamed	Sphingosine and Sphingosine-1-phosphate Metabolism	0.0891250938133746
AD_non-inflamed	Salvage Pathways of Pyrimidine Deoxyribonucleotides	0.0891250938133746
AD_non-inflamed	Folate Transformations I	0.0891250938133746
AD_non-inflamed	Prolactin Signaling	0.091201083935591
AD_non-inflamed	Synaptic Long Term Potentiation	0.0954992586021436
AD_non-inflamed	STAT3 Pathway	0.0977237220955811
AD_non-inflamed	Retinoic acid Mediated Apoptosis Signaling	0.1
AD_non-inflamed	Urea Cycle	0.102093948370768
AD_non-inflamed	Zymosterol Biosynthesis	0.102093948370768
AD_non-inflamed	Guanosine Nucleotides Degradation III	0.103992016582906
AD_non-inflamed	Methylglyoxal Degradation I	0.106905487922266
AD_non-inflamed	5-aminoimidazole Ribonucleotide Biosynthesis I	0.106905487922266
AD_non-inflamed	Coenzyme A Biosynthesis	0.106905487922266
AD_non-inflamed	Glutathione Biosynthesis	0.106905487922266
AD_non-inflamed	Anandamide Degradation	0.106905487922266
AD_non-inflamed	Adenine and Adenosine Salvage I	0.106905487922266
AD_non-inflamed	Xenobiotic Metabolism AHR Signaling Pathway	0.106905487922266
AD_non-inflamed	Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	0.107894672222983
AD_non-inflamed	Apelin Pancreas Signaling Pathway	0.107894672222983
AD_non-inflamed	Regulation of Actin-based Motility by Rho	0.11091748152624
AD_non-inflamed	ErbB Signaling	0.116949939101987
AD_non-inflamed	Clathrin-mediated Endocytosis Signaling	0.119949930314938
AD_non-inflamed	Assembly of RNA Polymerase II Complex	0.121059813355048
AD_non-inflamed	IL-15 Production	0.121898959892487
AD_non-inflamed	Ovarian Cancer Signaling	0.121898959892487
AD_non-inflamed	Dopamine Receptor Signaling	0.123026877081238
AD_non-inflamed	Prostanoid Biosynthesis	0.125892541179417
AD_non-inflamed	NAD Phosphorylation and Dephosphorylation	0.125892541179417
AD_non-inflamed	Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	0.127057410520854
AD_non-inflamed	Systemic Lupus Erythematosus In B Cell Signaling Pathway	0.132129563418658
AD_non-inflamed	VDR/RXR Activation	0.136144468246595
AD_non-inflamed	Estrogen-Dependent Breast Cancer Signaling	0.136144468246595
AD_non-inflamed	DNA Double-Strand Break Repair by Homologous Recombination	0.136144468246595
AD_non-inflamed	Colanic Acid Building Blocks Biosynthesis	0.136144468246595
AD_non-inflamed	Chemokine Signaling	0.136144468246595
AD_non-inflamed	Fc Epsilon RI Signaling	0.137088176616485
AD_non-inflamed	IL-17A Signaling in Gastric Cells	0.139958732257262
AD_non-inflamed	1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	0.139958732257262
AD_non-inflamed	NAD Salvage Pathway II	0.140928879842187
AD_non-inflamed	Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	0.140928879842187
AD_non-inflamed	Ephrin A Signaling	0.141905752168909
AD_non-inflamed	IL-7 Signaling Pathway	0.141905752168909
AD_non-inflamed	Dopamine-DARPP32 Feedback in cAMP Signaling	0.146892627764387
AD_non-inflamed	HMGB1 Signaling	0.149968483550237
AD_non-inflamed	Adenine and Adenosine Salvage III	0.153108746168203
AD_non-inflamed	Purine Ribonucleosides Degradation to Ribose-1-phosphate	0.153108746168203
AD_non-inflamed	Ceramide Degradation	0.153108746168203
AD_non-inflamed	Glycoaminoglycan-protein Linkage Region Biosynthesis	0.153108746168203
AD_non-inflamed	UVB-Induced MAPK Signaling	0.154170045294956
AD_non-inflamed	Factors Promoting Cardiogenesis in Vertebrates	0.157036280433355
AD_non-inflamed	GM-CSF Signaling	0.162929603263972
AD_non-inflamed	Role of IL-17A in Arthritis	0.165958690743756
AD_non-inflamed	Sertoli Cell-Sertoli Cell Junction Signaling	0.165958690743756
AD_non-inflamed	Purine Nucleotides De Novo Biosynthesis II	0.167880401812256
AD_non-inflamed	Superpathway of Citrulline Metabolism	0.172186857498601
AD_non-inflamed	Dermatan Sulfate Degradation (Metazoa)	0.172186857498601
AD_non-inflamed	Growth Hormone Signaling	0.179060585403529
AD_non-inflamed	Glioma Invasiveness Signaling	0.179060585403529
AD_non-inflamed	Xenobiotic Metabolism CAR Signaling Pathway	0.179060585403529
AD_non-inflamed	Cancer Drug Resistance By Drug Efflux	0.184077200146896
AD_non-inflamed	2-ketoglutarate Dehydrogenase Complex	0.184926861897808
AD_non-inflamed	Branched-chain α-keto acid Dehydrogenase Complex	0.184926861897808
AD_non-inflamed	NAD Biosynthesis III	0.184926861897808
AD_non-inflamed	Molybdenum Cofactor Biosynthesis	0.184926861897808
AD_non-inflamed	Macropinocytosis Signaling	0.187931681680327
AD_non-inflamed	14-3-3-mediated Signaling	0.19010782799233
AD_non-inflamed	Endothelin-1 Signaling	0.19010782799233
AD_non-inflamed	Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	0.194088587759278
AD_non-inflamed	Tumoricidal Function of Hepatic Natural Killer Cells	0.199067333898719
AD_non-inflamed	Cardiac β-adrenergic Signaling	0.199986186963274
AD_non-inflamed	Relaxin Signaling	0.201836636368156
AD_non-inflamed	Cell Cycle Regulation by BTG Family Proteins	0.202768271952128
AD_non-inflamed	Methylthiopropionate Biosynthesis	0.202768271952128
AD_non-inflamed	Glutamine Biosynthesis I	0.202768271952128
AD_non-inflamed	Threonine Degradation II	0.202768271952128
AD_non-inflamed	Adenine and Adenosine Salvage VI	0.202768271952128
AD_non-inflamed	Phosphatidylethanolamine Biosynthesis III	0.202768271952128
AD_non-inflamed	UDP-N-acetyl-D-galactosamine Biosynthesis I	0.202768271952128
AD_non-inflamed	Alanine Biosynthesis III	0.202768271952128
AD_non-inflamed	Agrin Interactions at Neuromuscular Junction	0.204173794466953
AD_non-inflamed	Methionine Degradation I (to Homocysteine)	0.205116217882557
AD_non-inflamed	Inflammasome pathway	0.205116217882557
AD_non-inflamed	Histidine Degradation III	0.208929613085404
AD_non-inflamed	Superoxide Radicals Degradation	0.208929613085404
AD_non-inflamed	Sphingomyelin Metabolism	0.208929613085404
AD_non-inflamed	Extrinsic Prothrombin Activation Pathway	0.209893988362352
AD_non-inflamed	Cleavage and Polyadenylation of Pre-mRNA	0.212813904598271
AD_non-inflamed	Assembly of RNA Polymerase III Complex	0.212813904598271
AD_non-inflamed	UDP-N-acetyl-D-galactosamine Biosynthesis II	0.212813904598271
AD_non-inflamed	P2Y Purigenic Receptor Signaling Pathway	0.215774440915267
AD_non-inflamed	Renin-Angiotensin Signaling	0.218776162394955
AD_non-inflamed	Leukocyte Extravasation Signaling	0.22284351492703
AD_non-inflamed	Docosahexaenoic Acid (DHA) Signaling	0.229086765276777
AD_non-inflamed	Gluconeogenesis I	0.231206479017559
AD_non-inflamed	Xenobiotic Metabolism PXR Signaling Pathway	0.234963282084831
AD_non-inflamed	Oncostatin M Signaling	0.243781081836875
AD_non-inflamed	IL-2 Signaling	0.243781081836875
AD_non-inflamed	D-myo-inositol (1,4,5)-trisphosphate Degradation	0.251767692775886
AD_non-inflamed	Remodeling of Epithelial Adherens Junctions	0.252929799644614
AD_non-inflamed	IL-4 Signaling	0.255270130266125
AD_non-inflamed	Apelin Muscle Signaling Pathway	0.257039578276886
AD_non-inflamed	CCR3 Signaling in Eosinophils	0.25822601906346
AD_non-inflamed	PAK Signaling	0.25822601906346
AD_non-inflamed	Cholesterol Biosynthesis I	0.261818300821898
AD_non-inflamed	Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	0.261818300821898
AD_non-inflamed	Cholesterol Biosynthesis III (via Desmosterol)	0.261818300821898
AD_non-inflamed	Axonal Guidance Signaling	0.264240875732195
AD_non-inflamed	Apelin Liver Signaling Pathway	0.26485001386067
AD_non-inflamed	Cardiac Hypertrophy Signaling (Enhanced)	0.267916832481903
AD_non-inflamed	IL-9 Signaling	0.269153480392692
AD_non-inflamed	NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	0.269153480392692
AD_non-inflamed	Creatine-phosphate Biosynthesis	0.269153480392692
AD_non-inflamed	CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	0.269153480392692
AD_non-inflamed	Citrulline Biosynthesis	0.269153480392692
AD_non-inflamed	Myo-inositol Biosynthesis	0.269153480392692
AD_non-inflamed	Citrulline-Nitric Oxide Cycle	0.269153480392692
AD_non-inflamed	Galactose Degradation I (Leloir Pathway)	0.269153480392692
AD_non-inflamed	dTMP De Novo Biosynthesis	0.269153480392692
AD_non-inflamed	Folate Polyglutamylation	0.269153480392692
AD_non-inflamed	α-Adrenergic Signaling	0.274157417192788
AD_non-inflamed	Cardiomyocyte Differentiation via BMP Receptors	0.279254384123734
AD_non-inflamed	CDP-diacylglycerol Biosynthesis I	0.279254384123734
AD_non-inflamed	Cysteine Biosynthesis III (mammalia)	0.279254384123734
AD_non-inflamed	Hepatic Fibrosis / Hepatic Stellate Cell Activation	0.291742701400117
AD_non-inflamed	IL-12 Signaling and Production in Macrophages	0.304088502567628
AD_non-inflamed	Mechanisms of Viral Exit from Host Cells	0.311888958409394
AD_non-inflamed	Chondroitin Sulfate Degradation (Metazoa)	0.311888958409394
AD_non-inflamed	Fatty Acid β-oxidation I	0.316956746304349
AD_non-inflamed	Apelin Adipocyte Signaling Pathway	0.316956746304349
AD_non-inflamed	Apelin Cardiac Fibroblast Signaling Pathway	0.317687407064977
AD_non-inflamed	HOTAIR Regulatory Pathway	0.322849412171264
AD_non-inflamed	Tumor Microenvironment Pathway	0.322849412171264
AD_non-inflamed	Hepatic Cholestasis	0.325836701002009
AD_non-inflamed	Endometrial Cancer Signaling	0.325836701002009
AD_non-inflamed	Dolichyl-diphosphooligosaccharide Biosynthesis	0.331131121482591
AD_non-inflamed	Role of NFAT in Cardiac Hypertrophy	0.332659553294004
AD_non-inflamed	VEGF Family Ligand-Receptor Interactions	0.338064836205982
AD_non-inflamed	FGF Signaling	0.338064836205982
AD_non-inflamed	Basal Cell Carcinoma Signaling	0.341192911621928
AD_non-inflamed	Gap Junction Signaling	0.345143739335856
AD_non-inflamed	Ceramide Biosynthesis	0.352370871042487
AD_non-inflamed	Arginine Degradation VI (Arginase 2 Pathway)	0.352370871042487
AD_non-inflamed	Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	0.352370871042487
AD_non-inflamed	Phosphatidylglycerol Biosynthesis II (Non-plastidic)	0.358096437102636
AD_non-inflamed	TCA Cycle II (Eukaryotic)	0.358096437102636
AD_non-inflamed	Asparagine Degradation I	0.364753946925608
AD_non-inflamed	Dolichol and Dolichyl Phosphate Biosynthesis	0.364753946925608
AD_non-inflamed	Epoxysqualene Biosynthesis	0.364753946925608
AD_non-inflamed	β-alanine Degradation I	0.364753946925608
AD_non-inflamed	S-methyl-5'-thioadenosine Degradation II	0.364753946925608
AD_non-inflamed	Choline Degradation I	0.364753946925608
AD_non-inflamed	L-DOPA Degradation	0.364753946925608
AD_non-inflamed	Flavin Biosynthesis IV (Mammalian)	0.364753946925608
AD_non-inflamed	Uridine-5'-phosphate Biosynthesis	0.364753946925608
AD_non-inflamed	4-hydroxyproline Degradation I	0.364753946925608
AD_non-inflamed	Xanthine and Xanthosine Salvage	0.364753946925608
AD_non-inflamed	Formaldehyde Oxidation II (Glutathione-dependent)	0.364753946925608
AD_non-inflamed	Glycine Biosynthesis I	0.364753946925608
AD_non-inflamed	Glutamate Biosynthesis II	0.364753946925608
AD_non-inflamed	Glutamate Degradation X	0.364753946925608
AD_non-inflamed	MSP-RON Signaling In Macrophages Pathway	0.367282300498085
AD_non-inflamed	GDNF Family Ligand-Receptor Interactions	0.36897759857015
AD_non-inflamed	Sonic Hedgehog Signaling	0.372391706254568
AD_non-inflamed	Phospholipases	0.374973002245484
AD_non-inflamed	Valine Degradation I	0.382824743316823
AD_non-inflamed	Erythropoietin Signaling Pathway	0.386366977054069
AD_non-inflamed	Glioblastoma Multiforme Signaling	0.386366977054069
AD_non-inflamed	Glycogen Degradation II	0.391741877107783
AD_non-inflamed	Paxillin Signaling	0.39627803425544
AD_non-inflamed	Thrombopoietin Signaling	0.399944749761097
AD_non-inflamed	tRNA Splicing	0.400866717627303
AD_non-inflamed	Triacylglycerol Biosynthesis	0.400866717627303
AD_non-inflamed	Atherosclerosis Signaling	0.410204102986607
AD_non-inflamed	Granzyme B Signaling	0.413047501990161
AD_non-inflamed	Pregnenolone Biosynthesis	0.413047501990161
AD_non-inflamed	Superpathway of Serine and Glycine Biosynthesis I	0.430526610491711
AD_non-inflamed	Thioredoxin Pathway	0.430526610491711
AD_non-inflamed	Phosphatidylcholine Biosynthesis I	0.430526610491711
AD_non-inflamed	Sperm Motility	0.430526610491711
AD_non-inflamed	Role of MAPK Signaling in the Pathogenesis of Influenza	0.436515832240166
AD_non-inflamed	D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	0.436515832240166
AD_non-inflamed	Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	0.439541615437824
AD_non-inflamed	G-Protein Coupled Receptor Signaling	0.439541615437824
AD_non-inflamed	Acyl-CoA Hydrolysis	0.451855944374922
AD_non-inflamed	Human Embryonic Stem Cell Pluripotency	0.459198012836869
AD_non-inflamed	IL-23 Signaling Pathway	0.461317574560379
AD_non-inflamed	Granzyme A Signaling	0.463446919736288
AD_non-inflamed	Glutaryl-CoA Degradation	0.463446919736288
AD_non-inflamed	Putrescine Degradation III	0.463446919736288
AD_non-inflamed	Calcium Signaling	0.47315125896148
AD_non-inflamed	ErbB4 Signaling	0.475335225942805
AD_non-inflamed	Stearate Biosynthesis I (Animals)	0.493173803954936
AD_non-inflamed	FAK Signaling	0.494310686986835
AD_non-inflamed	L-carnitine Biosynthesis	0.494310686986835
AD_non-inflamed	PRPP Biosynthesis I	0.494310686986835
AD_non-inflamed	NADH Repair	0.494310686986835
AD_non-inflamed	Guanine and Guanosine Salvage I	0.494310686986835
AD_non-inflamed	Proline Degradation	0.494310686986835
AD_non-inflamed	Thyronamine and Iodothyronamine Metabolism	0.494310686986835
AD_non-inflamed	Tetrahydrobiopterin Biosynthesis I	0.494310686986835
AD_non-inflamed	D-glucuronate Degradation I	0.494310686986835
AD_non-inflamed	Inosine-5'-phosphate Biosynthesis II	0.494310686986835
AD_non-inflamed	Biotin-carboxyl Carrier Protein Assembly	0.494310686986835
AD_non-inflamed	Thyroid Hormone Metabolism I (via Deiodination)	0.494310686986835
AD_non-inflamed	Tetrahydrobiopterin Biosynthesis II	0.494310686986835
AD_non-inflamed	S-adenosyl-L-methionine Biosynthesis	0.494310686986835
AD_non-inflamed	Tyrosine Biosynthesis IV	0.494310686986835
AD_non-inflamed	Fatty Acid β-oxidation III (Unsaturated, Odd Number)	0.494310686986835
AD_non-inflamed	N-acetylglucosamine Degradation I	0.494310686986835
AD_non-inflamed	Thyroid Cancer Signaling	0.503500608787905
