key	IngenuityCanonicalPathways	GroupCount	AllMolecules	pathsize	M_activated_ratio	M_inhibited_ratio	M_noZ_ratio	M_notSig_ratio	J_activated_ratio	J_inhibited_ratio	J_noZ_ratio	J_notSig_ratio	M_GlobalActivated	M_GlobalInhibited	M_GlobalNoDirection	M_GlobalNotSignificant	J_GlobalActivated	J_GlobalInhibited	J_GlobalNoDirection	J_GlobalNotSignificant	activeTissue	inactiveTissue	clustersGlobal	subclusters
X234	Glioma Invasiveness Signaling	17	CD44,CDC42,DIRAS3,F2R,FNBP1,HMMR,HRAS,ITGAV,ITGB3,KRAS,MAPK1,MAPK3,MMP2,MMP9,MRAS,NRAS,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R4,PIK3R5,PIK3R6,PLAU,PLAUR,PLG,PTK2,RAC1,RAC2,RALA,RALB,RAP1A,RAP1B,RAP2A,RAP2B,RASD1,RASD2,RHOA,RHOB,RHOBTB1,RHOBTB2,RHOC,RHOD,RHOF,RHOG,RHOH,RHOJ,RHOQ,RHOT1,RHOT2,RHOU,RHOV,RND1,RND2,RND3,RRAS,RRAS2,TIMP1,TIMP2,TIMP3,TIMP4	68	0.0555555555555556	0.0555555555555556	0.0555555555555556	0.333333333333333	0.260869565217391	0.0434782608695652	0	0.195652173913043	0	0	0.5	0	0.5	0	0	0	activated	no_direction	1	1.5
X235	Glioma Signaling	19	ABL1,AKT1,AKT2,AKT3,CALM1 (includes others),CALML5,CAMK1,CAMK1D,CAMK1G,CAMK2B,CAMK2D,CAMK2G,CAMK4,CCND1,CCND2,CCND3,CDK4,CDK6,CDKN1A,CDKN2A,CDKN2B,CDKN2C,CDKN2D,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,E2F8,EGF,EGFR,GRB2,HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HRAS,IDH1,IDH2,IDH3B,IDH3G,IGF1,IGF1R,IGF2,IGF2R,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,MDM2,MRAS,MTOR,NRAS,PA2G4,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R4,PIK3R5,PIK3R6,PLCG1,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKCZ,PRKD1,PRKD3,PTEN,RAF1,RALA,RALB,RAP1A,RAP1B,RAP2A,RAP2B,RASD1,RASD2,RB1,RBL1,RBL2,RRAS,RRAS2,SHC1,SIN3A,SOS1,SOS2,SUV39H1,TFDP1,TGFA,TP53	119	0.0555555555555556	0.166666666666667	0.0555555555555556	0.222222222222222	0.152173913043478	0.152173913043478	0	0.195652173913043	0	0.5	0	0	0	0	0.5	0	no_direction	inhibited	1	1.3
X236	Glucocorticoid Biosynthesis	2	CYP11B2,CYP17A1,GSTA1,HSD3B1,HSD3B2	5	0	0	0.0555555555555556	0.444444444444444	0	0.0217391304347826	0	0.478260869565217	0	0	0.5	0	0	0.5	0	0	inhibited	no_direction	2	2.2
X237	Glucocorticoid Receptor Signaling	22	A2M,ACTB,ACTL6B,ADRB2,AGT,AKT1,AKT2,AKT3,ANXA1,AR,ARG2,ARID1A,ARID2,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5PB,B2M,BAG1,BCL2,BCL2L1,BCL2L11,BGLAP,BRCA1,BRD7,CAV1,CCL11,CCL13,CCL2,CCL3,CCL5,CCNH,CD163,CD247,CD3D,CD3E,CD3G,CDK7,CDKN1A,CDKN1C,CEBPA,CHP1,CHUK,CREB1,CREBBP,CREBZF,CSF2,CSF2RB,CSN2,CXCL3,CXCL8,CXCR1,CXCR2,CYC1,DCAF6,DNAH1,DNAH10,DNAH3,DNALI1,DPF1,DUSP1,EGF,EGFR,ELK1,ELP1,EP300,ERCC2,ERCC3,ESR1,FBP1,FCGR1A,FGG,FKBP4,FKBP5,FOS,FOXO3,G6PC1,GABPA,GABPB1,GABPB2,GHR,GJA1,GRB2,GTF2A1,GTF2A2,GTF2B,GTF2E1,GTF2E2,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,H3-3A/H3-3B,H3C14,H3C3,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,HLTF,HMGB1,HP,HRAS,HSP90AA1,HSP90AB1,HSP90B1,HSPA14,HSPA1A/HSPA1B,HSPA1L,HSPA2,HSPA4,HSPA5,HSPA6,HSPA8,HSPA9,ICAM1,IFNA1/IFNA13,IFNA10,IFNA2,IFNA21,IFNA4,IFNA6,IFNA8,IFNAR1,IFNG,IFNLR1,IFNW1,IGF1,IKBKB,IKBKE,IKBKG,IL10,IL10RA,IL10RB,IL11RA,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15RA,IL17RA,IL17RB,IL17RC,IL17RD,IL17RE,IL18R1,IL18RAP,IL1A,IL1B,IL1R1,IL1R2,IL1RL1,IL1RL2,IL1RN,IL2,IL20RA,IL20RB,IL21R,IL22RA1,IL27RA,IL2RA,IL2RB,IL2RG,IL31RA,IL3RA,IL4,IL4R,IL5RA,IL6,IL6R,IL6ST,IL7R,IRF3,JAK1,JAK2,JAK3,JMJD7-PLA2G4B,JUN,KAT2B,KRAS,KRT1,KRT10,KRT12,KRT13,KRT14,KRT15,KRT16,KRT17,KRT18,KRT19,KRT2,KRT222,KRT23,KRT24,KRT25,KRT26,KRT27,KRT3,KRT31,KRT32,KRT34,KRT35,KRT38,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT74,KRT75,KRT76,KRT77,KRT78,KRT79,KRT8,KRT80,KRT81,KRT83,KRT85,KRT86,KRT9,MAP2K1,MAP2K2,MAP2K4,MAP2K7,MAP3K1,MAP3K14,MAP3K7,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MED1,MED14,MMP1,MMP13,MMP2,MMP3,MMP9,MNAT1,MRAS,MT-ATP6,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MYC,NCOA1,NCOA2,NCOA3,NCOR1,NCOR2,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA4L2,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFAF1,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,NFAT5,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NFKBIB,NFKBID,NFKBIE,NOS2,NOS3,NPPA,NR3C1,NR3C2,NRAS,NRIP1,PBRM1,PC,PCK1,PCK2,PDK4,PFKFB1,PGR,PHF10,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R4,PIK3R5,PIK3R6,PLA2G10,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2A,PLA2G2D,PLA2G2E,PLA2G2F,PLA2G3,PLA2G4A,PLA2G4B,PLA2G4C,PLA2G4D,PLA2G4E,PLA2G4F,PLA2G5,PLA2G6,PLAU,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2J2/POLR2J3,POLR2K,POLR2L,POMC,PPARG,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKACA,PRKACB,PRKAG1,PRKAG2,PRL,PTGES3,PTGS2,RAC1,RAF1,RALA,RALB,RAP1A,RAP1B,RAP2A,RAP2B,RARA,RARB,RARG,RASD1,RASD2,RELA,RPS6KA5,RRAS,RRAS2,RXRA,RXRB,RXRG,SCGB1A1,SDHA,SDHB,SDHC,SDHD,SELE,SERPINE1,SGK1,SHC1,SLC37A4,SLPI,SMAD2,SMAD3,SMAD4,SMARCA2,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCD3,SMARCE1,SOS1,SOS2,SRA1,SRC,STAT1,STAT3,STAT5A,STAT5B,SUMO1,TAB1,TAF1,TAF10,TAF11,TAF12,TAF13,TAF15,TAF1L,TAF2,TAF3,TAF4,TAF4B,TAF5,TAF5L,TAF6,TAF6L,TAF7,TAF7L,TAF9,TAF9B,TAT,TBP,TFAM,TFB1M,TFB2M,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TLR2,TNF,TRAF2,TRAF6,TSC22D3,TSG101,TYK2,UBE2I,UQCRC2,UQCRFS1,VCAM1,VIPR1,YWHAH	503	0	0	0.166666666666667	0.333333333333333	0	0	0.41304347826087	0.0869565217391304	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	1	1.6
X238	Gluconeogenesis I	1	ALDOA,ALDOB,GAPDH,MDH1,MDH2,ME2,PGK1	7	0	0	0	0.5	0.0217391304347826	0	0	0.478260869565217	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.2
X239	Glucose and Glucose-1-phosphate Degradation	5	HK1,HK2,HK3,HKDC1,PGM1,PGM2,PGM3,PGM5,RGN	9	0	0	0.0555555555555556	0.444444444444444	0.0652173913043478	0.0217391304347826	0	0.41304347826087	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.2
X24	Agrin Interactions at Neuromuscular Junction	11	ACTA2,ACTB,ACTC1,ACTG1,ACTG2,AGRN,ARHGEF6,ARHGEF7,CDC42,CHRNA1,CTTN,DAG1,DVL1,EGFR,ERBB2,ERBB3,GABPA,GABPB1,HRAS,ITGA4,ITGB1,JUN,KRAS,LAMA2,LAMB1,LAMC1,MAP2K4,MAPK1,MAPK10,MAPK12,MAPK3,MAPK8,MAPK9,MRAS,MUSK,NRAS,NRG1,NRG2,NRG3,NRG4,PAK1,PAK2,PAK3,PAK4,PAK5,PAK6,PKLR,PTK2,PXN,RAC1,RAC2,RALA,RALB,RAP1A,RAP1B,RAP2A,RAP2B,RASD1,RASD2,RRAS,RRAS2,SRC,UTRN	63	0	0.0555555555555556	0.0555555555555556	0.388888888888889	0.130434782608696	0.0434782608695652	0.0217391304347826	0.304347826086957	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.6
X240	Glutamate Biosynthesis II	1	GLUD1,GLUD2	2	0	0	0	0.5	0	0	0.0217391304347826	0.478260869565217	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.2
X241	Glutamate Degradation III (via 4-aminobutyrate)	2	ABAT,ALDH5A1,GAD1,SUCLG2	4	0	0	0	0.5	0	0.0217391304347826	0.0217391304347826	0.456521739130435	0	0	0	0.5	0	0.5	0	0	inhibited	not_sig	2	2.2
X242	Glutamate Degradation X	1	GLUD1,GLUD2	2	0	0	0	0.5	0	0	0.0217391304347826	0.478260869565217	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.2
X243	Glutamate Dependent Acid Resistance	1	GAD1,GAD2	2	0	0	0	0.5	0	0	0.0217391304347826	0.478260869565217	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.2
X244	Glutamate Receptor Signaling	1	CALM1 (includes others),CAMK4,GLS,GNB1,GNB2,GNB5,GNG11,GNG13,GNG4,GNG7,GRID2,GRIK5,GRIN1,GRM1,GRM3,GRM5,HOMER3,SLC17A2,SLC17A7,SLC1A3,SLC1A4,SLC1A6,SLC1A7	23	0	0	0	0.5	0	0	0.0217391304347826	0.478260869565217	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.2
X245	Glutamine Biosynthesis I	1	GLUL	1	0	0	0.0555555555555556	0.444444444444444	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.2
X246	Glutaryl-CoA Degradation	5	ACAA2,ACAT1,CA1,CDYL,CYP2S1,EHHADH,GCDH,HADH,HADHA,HADHB,HSD17B10,HSD17B4,HSD17B8,L3HYPDH,PARK7,TBXAS1	16	0	0.111111111111111	0	0.388888888888889	0	0.0652173913043478	0	0.434782608695652	0	0.5	0	0	0	0.5	0	0	inhibited	inhibited	2	2.12
X247	Glutathione Biosynthesis	1	GCLC,GCLM,GSS	3	0	0	0	0.5	0	0	0.0217391304347826	0.478260869565217	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.2
X248	Glutathione Redox Reactions I	4	CLIC2,GPX1,GPX2,GPX4,GPX7,GPX8,GSTA1,GSTK1,GSTM1,GSTP1,GSTT2/GSTT2B,GSTZ1,MGST1,MGST3,PRDX6,PTGES	16	0	0	0	0.5	0.0652173913043478	0.0217391304347826	0	0.41304347826087	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.2
X249	Glutathione-mediated Detoxification	4	ANPEP,GGH,GSTA1,GSTA2,GSTA3,GSTA5,GSTK1,GSTM1,GSTM3,GSTM4,GSTO1,GSTP1,GSTT2/GSTT2B,GSTZ1,HPGDS,LANCL1,MGST1,MGST3,NAT8,PTGES	20	0	0.0555555555555556	0	0.444444444444444	0	0.0652173913043478	0	0.434782608695652	0	0.5	0	0	0	0.5	0	0	inhibited	inhibited	2	2.2
X25	Airway Inflammation in Asthma	3	CCL2,CCL20,CSF2,CXCL8,IFNG,IFNGR1,IFNGR2,IL12B,IL13,IL17F,IL23A,IL25,IL33,MMP9,OSM,RNASE2,TGFB1,TGFB3,TSLP	19	0	0	0	0.5	0	0	0.0652173913043478	0.434782608695652	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.5
X250	Glycerol-3-phosphate Shuttle	2	GPD1,GPD2	2	0	0	0	0.5	0	0	0.0434782608695652	0.456521739130435	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.2
X251	Glycine Betaine Degradation	1	BHMT,BHMT2,PIPOX,SDS,SHMT1	5	0	0	0	0.5	0	0.0217391304347826	0	0.478260869565217	0	0	0	0.5	0	0.5	0	0	inhibited	not_sig	2	2.13
X252	Glycine Biosynthesis I	1	SHMT1,SHMT2	2	0	0	0	0.5	0	0	0.0217391304347826	0.478260869565217	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.13
X253	Glycine Degradation (Creatine Biosynthesis)	4	GAMT,GATM	2	0	0	0.0555555555555556	0.444444444444444	0	0	0.0652173913043478	0.434782608695652	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.2
X254	Glycogen Biosynthesis II (from UDP-D-Glucose)	2	EPM2A,GBE1,GYG2,GYS1,UGP2	5	0	0	0	0.5	0	0	0.0434782608695652	0.456521739130435	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.2
X255	Glycogen Degradation II	1	PGM2,PGM3,PYGB,PYGL,TYMP	5	0	0	0	0.5	0.0217391304347826	0	0	0.478260869565217	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.2
X256	Glycogen Degradation III	5	AGL,GAA,MGAM,MTAP,PGM1,PGM2,PGM3,PGM5,PYGB,PYGL,PYGM,TYMP	12	0	0	0	0.5	0.0217391304347826	0.0652173913043478	0.0217391304347826	0.391304347826087	0	0	0	0.5	0	0.5	0	0	inhibited	not_sig	2	2.2
X257	Glycolysis I	4	ALDOA,ALDOB,ALDOC,BPGM,ENO1,ENO2,ENO3,FBP1,GAPDH,GAPDHS,GPI,PFKL,PFKM,PFKP,PGK1,PKLR,PKM,TPI1	18	0.0555555555555556	0	0.0555555555555556	0.388888888888889	0.0217391304347826	0.0217391304347826	0	0.456521739130435	0.5	0	0	0	0	0	0.5	0	no_direction	activated	2	2.2
X258	Graft-versus-Host Disease Signaling	4	CD247,CD3D,CD86,FCER1G,GZMB,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB3,HLA-DRB4,HLA-E,HLA-F,IL1RN,TRAJ12,TRAJ19,TRAJ20,TRAJ21,TRAJ22,TRAJ36,TRAJ42,TRAJ47,TRAJ6,TRBC1	32	0	0	0	0.5	0	0	0.0869565217391304	0.41304347826087	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.6
X259	Granulocyte Adhesion and Diapedesis	18	ACKR3,ACKR4,C5,C5AR1,CCL11,CCL13,CCL14,CCL16,CCL17,CCL18,CCL19,CCL2,CCL20,CCL21,CCL22,CCL24,CCL25,CCL26,CCL27,CCL28,CCL3,CCL3L3,CCL4,CCL5,CCL7,CCL8,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR9,CD99,CDH5,CKLF,CLDN1,CLDN11,CLDN12,CLDN14,CLDN15,CLDN16,CLDN18,CLDN2,CLDN23,CLDN3,CLDN4,CLDN5,CLDN7,CLDN8,CLDN9,CSF3,CSF3R,CX3CL1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL14,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,EZR,FPR1,FPR2,FPR3,GLG1,GNAI1,GNAI2,GNAI3,HRH1,HRH2,HRH4,ICAM1,ICAM2,IL18,IL18RAP,IL1A,IL1B,IL1R1,IL1R2,IL1RAP,IL1RAPL2,IL1RL1,IL1RL2,IL1RN,IL33,IL36A,IL36G,IL36RN,IL37,ITGA4,ITGAM,ITGB1,ITGB2,JAM3,MMP1,MMP10,MMP11,MMP12,MMP13,MMP14,MMP15,MMP16,MMP17,MMP19,MMP2,MMP20,MMP24,MMP25,MMP27,MMP28,MMP3,MMP7,MMP9,MSN,PECAM1,PF4,PPBP,RDX,SDC1,SDC2,SDC3,SDC4,SELE,SELL,SELP,SELPLG,THY1,TNF,TNFRSF11B,TNFRSF1A,TNFRSF1B,VCAM1,XCL1,XCL2	149	0	0	0.0555555555555556	0.444444444444444	0	0	0.369565217391304	0.130434782608696	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	1	1.6
X26	Airway Pathology in Chronic Obstructive Pulmonary Disease	9	AMBP,APOD,APOM,CCL2,CCL20,CD70,CLCF1,CNTF,CSF2,CXCL1,CXCL3,CXCL8,EDA,ELANE,FASLG,FGF12,FGF14,FGF18,FGF2,FGF5,FGF7,FGF9,GZMB,IFNG,IL11,IL12A,IL12B,IL13,IL15,IL17A,IL17B,IL17D,IL17F,IL18,IL1A,IL1B,IL2,IL21,IL22,IL23A,IL25,IL33,IL36A,IL36G,IL37,IL6,LCN15,LCN2,LEP,LIF,LTA,LTB,MMP1,MMP2,MMP9,MPO,ORM1,ORM2,OSM,PAEP,PRF1,PTGDS,RBP4,TGFB1,TGFB2,TGFB3,TNF,TNFSF10,TNFSF11,TNFSF12,TNFSF13,TNFSF13B,TNFSF14,TNFSF15,TNFSF4,TNFSF8,TNFSF9,TSLP	78	0	0	0	0.5	0	0	0.195652173913043	0.304347826086957	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	1	1.6
X260	Granzyme A Signaling	3	GZMA,H1-0,H1-10,HMGB2,PRF1,SET	6	0	0	0.0555555555555556	0.444444444444444	0	0	0.0434782608695652	0.456521739130435	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.2
X261	Granzyme B Signaling	10	APAF1,BID,CASP3,CASP8,CASP9,CYCS,DFFA,DFFB,ENDOG,GZMB,LMNB1,LMNB2,NUMA1,PARP1,PRF1,PRKDC	16	0	0	0	0.5	0.152173913043478	0.0217391304347826	0.0434782608695652	0.282608695652174	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.5
X262	Growth Hormone Signaling	15	A2M,CEBPA,CSH1/CSH2,CSHL1,ELK1,FOS,GH1,GH2,GHR,IGF1,IGF1R,IGF2,IGFALS,IGFBP3,IRS1,JAK2,MAPK1,MAPK3,ONECUT1,PDPK1,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PIK3R6,PLCG1,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKCZ,PRKD1,PRKD3,PRL,PTPN6,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA4,RPS6KA5,RPS6KA6,RPS6KB1,RPS6KB2,RPS6KC1,SLC2A4,SOCS1,SOCS2,SOCS3,SOCS4,SOCS5,SOCS6,SOCS7,SRF,STAT1,STAT3,STAT5A,STAT5B	69	0.0555555555555556	0.0555555555555556	0	0.388888888888889	0.173913043478261	0.0869565217391304	0.0217391304347826	0.217391304347826	0	0	0.5	0	0.5	0	0	0	activated	no_direction	1	1.1
X263	Guanosine Nucleotides Degradation III	2	ACP3,GDA,NT5C2,NT5C3A,NT5E,PNP	6	0	0	0	0.5	0.0217391304347826	0	0.0217391304347826	0.456521739130435	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.2
X264	Gα12/13 Signaling	11	AKT1,AKT2,AKT3,ARHGEF1,BORCS8-MEF2B,BTK,CDC42,CDH1,CDH10,CDH11,CDH12,CDH13,CDH15,CDH16,CDH17,CDH18,CDH19,CDH2,CDH20,CDH22,CDH23,CDH24,CDH26,CDH3,CDH5,CDH6,CDH7,CDH8,CDH9,CHUK,CTNNB1,ELK1,ELP1,F2,F2R,F2RL1,F2RL2,GNA12,GNA13,HRAS,IKBKB,IKBKE,IKBKG,JUN,KRAS,LPAR1,LPAR2,LPAR4,LPAR5,LPAR6,MAP2K1,MAP2K2,MAP2K4,MAP2K7,MAP3K1,MAP3K5,MAPK1,MAPK10,MAPK12,MAPK3,MAPK7,MAPK8,MAPK9,MEF2A,MEF2C,MEF2D,MRAS,MYL1,MYL12A,MYL12B,MYL3,MYL4,MYL5,MYL6,MYL6B,MYL7,MYL9,MYLPF,NFKB1,NFKB2,NFKBIA,NFKBIB,NFKBID,NFKBIE,NRAS,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R4,PIK3R5,PIK3R6,PTK2,PTK2B,PXN,RAF1,RALA,RALB,RAP1A,RAP1B,RAP2A,RAP2B,RASA1,RASD1,RASD2,REL,RELA,RELB,RHOA,ROCK1,ROCK2,RRAS,RRAS2,SRC,TBXA2R,VAV1,VAV2,VAV3	125	0	0.111111111111111	0	0.388888888888889	0.152173913043478	0.0217391304347826	0.0217391304347826	0.304347826086957	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.5
X265	Gαi Signaling	6	ADCY1,ADCY2,ADCY3,ADCY4,ADCY6,ADCY7,ADCY8,ADCY9,ADORA1,ADORA3,ADRA2A,ADRA2B,ADRA2C,AGTR1,AGTR2,APLNR,CAV1,CCR4,CHRM2,CHRM4,CNR1,CXCR2,DRD2,DRD4,FPR1,FPR2,GABBR1,GABBR2,GNA11,GNA12,GNA13,GNA14,GNA15,GNAI1,GNAI2,GNAI3,GNAL,GNAQ,GNAS,GNAZ,GNB1,GNB1L,GNB2,GNB3,GNB4,GNB5,GNG11,GNG12,GNG13,GNG4,GNG5,GNG7,GRB2,GRM3,GRM6,GRM8,HCAR2,HRAS,HTR1D,HTR1F,KRAS,LPAR1,MAPK1,MAPK3,MRAS,NPR3,NPY1R,NRAS,OPRK1,OPRL1,P2RY13,P2RY14,PRKACA,PRKACB,PRKAG1,PRKAG2,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,RAF1,RALA,RALB,RALGDS,RAP1A,RAP1B,RAP1GAP,RAP2A,RAP2B,RASD1,RASD2,RGS10,RGS12,RGS14,RGS4,RRAS,RRAS2,RXFP4,S1PR1,SHC1,SHC2,SHC3,SOS1,SOS2,SRC,STAT3,TBXA2R,XCR1	108	0	0	0	0.5	0.108695652173913	0.0217391304347826	0	0.369565217391304	0	0	0	0.5	0.5	0	0	0	activated	not_sig	1	1.8
X266	Gαq Signaling	16	ADRA1A,ADRA1B,ADRA1D,AGTR1,AKT1,AKT2,AKT3,AVPR1A,AVPR1B,BTK,CALCR,CALM1 (includes others),CALML5,CAMK4,CDC42,CHP1,CHRM1,CHRM3,CHRM5,CHUK,CSK,DIRAS3,ELK1,EPM2A,FNBP1,GNA11,GNA12,GNA13,GNA14,GNA15,GNAI1,GNAI2,GNAI3,GNAL,GNAO1,GNAQ,GNAS,GNAT1,GNAZ,GNB1,GNB1L,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GPLD1,GRK2,GRM1,GRM5,GSK3B,GYS1,HMOX1,HRH1,HTR2A,HTR2B,HTR2C,IKBKB,IKBKE,IKBKG,ITPR1,ITPR2,ITPR3,MAP2K1,MAP2K2,MAPK1,MAPK3,MRAS,NAPEPLD,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKB2,NFKBIA,NFKBIB,NFKBID,NFKBIE,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R4,PIK3R5,PIK3R6,PLCB1,PLCB2,PLCB3,PLCB4,PLCG1,PLCG2,PLD1,PLD2,PLD3,PLD4,PLD5,PLD6,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKCZ,PRKD1,PRKD3,PTK2B,RAC1,RAC2,RAC3,RAF1,REL,RELA,RELB,RGS16,RGS18,RGS2,RGS4,RHOA,RHOB,RHOBTB1,RHOBTB2,RHOC,RHOD,RHOF,RHOG,RHOH,RHOJ,RHOQ,RHOT1,RHOT2,RHOU,RHOV,RND1,RND2,RND3,ROCK1,ROCK2	159	0	0.166666666666667	0.0555555555555556	0.277777777777778	0.152173913043478	0.108695652173913	0	0.239130434782609	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.8
