key	IngenuityCanonicalPathways	GroupCount	AllMolecules	pathsize	M_activated_ratio	M_inhibited_ratio	M_noZ_ratio	M_notSig_ratio	J_activated_ratio	J_inhibited_ratio	J_noZ_ratio	J_notSig_ratio	M_GlobalActivated	M_GlobalInhibited	M_GlobalNoDirection	M_GlobalNotSignificant	J_GlobalActivated	J_GlobalInhibited	J_GlobalNoDirection	J_GlobalNotSignificant	activeTissue	inactiveTissue	clustersGlobal	subclusters
X14	Acute Phase Response Signaling	13	AKT1,AKT2,C1R,C1S,C3,C4A/C4B,CEBPB,CHUK,CP,FN1,FTL,GRB2,HMOX1,HMOX2,HP,HRAS,IKBKB,IL1B,IL1R1,IL1RN,IL36G,IL6,IL6R,IL6ST,IRAK1,JAK2,KRAS,LBP,MAP2K1,MAP2K2,MAP2K4,MAP3K14,MAP3K5,MAPK13,MAPK14,MAPK3,MAPK8,MTOR,MYD88,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NR3C1,NRAS,OSM,PDPK1,PIK3CB,PIK3CD,PIK3R1,PTPN11,RAF1,RALA,RAP2A,RAP2B,RASD1,RBP4,RBP7,RELA,RRAS,RRAS2,SERPINA3,SERPINE1,SERPINF1,SERPING1,SHC1,SOCS1,SOCS2,SOCS4,SOCS5,SOCS7,SOS1,SOS2,Saa3,TCF3,TCF4,TNF,TNFRSF1A,TNFRSF1B,TRAF2,TRAF6	82	0.0833333333333333	0.25	0	0.166666666666667	0.416666666666667	0	0	0.0833333333333333	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.6
X140	Formaldehyde Oxidation II (Glutathione-dependent)	1	ADH5,ESD	2	0	0	0.0416666666666667	0.458333333333333	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.4
X141	G Beta Gamma Signaling	13	AKT1,AKT2,ARHGEF6,BTK,CAV1,CAV2,DNM2,EGFR,GNA11,GNA13,GNA15,GNAI3,GNAQ,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,GRB2,HBEGF,HRAS,KRAS,MAPK3,NRAS,PAK1,PDPK1,PLCG2,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAF1,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SHC1,SOS1,SOS2	47	0.333333333333333	0.0833333333333333	0	0.0833333333333333	0.25	0	0	0.25	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.7
X142	G Protein Signaling Mediated by Tubby	1	ABL1,GNG11,GNG2,LCK,PLCB4	5	0	0	0.0416666666666667	0.458333333333333	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.4
X143	GADD45 Signaling	6	ATM,ATR,CCND1,CCND3,CCNE1,CCNE2,CDK1,CDK2,CDK4,GADD45A,GADD45G,TP53	12	0	0	0.208333333333333	0.291666666666667	0	0	0.0833333333333333	0.416666666666667	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.5
X144	GDNF Family Ligand-Receptor Interactions	5	CREB1,DOK3,FRS2,GRB2,HRAS,IRS2,ITPR1,ITPR2,ITPR3,KRAS,MAP2K1,MAP2K2,MAP2K4,MAPK3,MAPK8,NCK1,NRAS,PDLIM7,PIK3C3,PIK3CB,PIK3R5,RAC1,RAF1,RAP2A,RAP2B,RASA1,RASD1,RRAS,RRAS2,SHC1,SOS1,SOS2	32	0.0416666666666667	0.0416666666666667	0	0.416666666666667	0.25	0	0	0.25	0	0	0.5	0	0.5	0	0	0	activated	no_direction	1	1.5
X145	GDP-mannose Biosynthesis	2	GPI,PMM1,PMM2	3	0	0	0.0416666666666667	0.458333333333333	0	0	0.0833333333333333	0.416666666666667	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.4
X146	GM-CSF Signaling	12	AKT1,AKT2,BCL2A1,BCL2L1,CAMK2D,CAMK2G,CCND1,CISH,CSF2RA,CSF2RB,GRB2,HCK,HRAS,JAK2,KRAS,LYN,MAP2K1,MAP2K2,MAPK3,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PIM1,PPP3CB,PPP3R1,PRKCB,PTPN11,RAF1,RALA,RAP2A,RAP2B,RASD1,RRAS,RRAS2,RUNX1,SHC1,SOS1,SOS2,STAT1,STAT5B	44	0.125	0.166666666666667	0.0416666666666667	0.166666666666667	0.333333333333333	0	0	0.166666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.5
X147	GNRH Signaling	8	ADCY7,ATF2,CAMK2D,CAMK2G,CREB1,CREB3,CREBBP,EGFR,GNA11,GNA15,GNAI3,GNAQ,GNB1,GNG11,GNG2,GRB2,HBEGF,HRAS,ITPR1,ITPR2,ITPR3,KRAS,MAP2K1,MAP2K2,MAP2K4,MAP3K11,MAP3K12,MAP3K14,MAP3K2,MAP3K3,MAP3K5,MAP3K8,MAPK13,MAPK14,MAPK3,MAPK7,MAPK8,MMP2,Map3k7,NFKB1,NFKB2,NRAS,PAK1,PAK2,PLCB4,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PTK2B,PXN,RAC1,RAF1,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,SOS1,SOS2	67	0.0833333333333333	0.0833333333333333	0.0416666666666667	0.291666666666667	0.25	0	0	0.25	0	0	0.5	0	0.5	0	0	0	activated	no_direction	1	1.7
X148	GP6 Signaling Pathway	17	ADAM10,AKT1,AKT2,APBB1IP,BTK,COL11A1,COL12A1,COL15A1,COL16A1,COL18A1,COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,Col17a1,FCER1G,FYB1,FYN,GRB2,GSK3A,ITK,ITPR1,LAMA4,LAMB1,LAMB2,LAMC1,LAT,LCP2,LYN,NCK1,PDPK1,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAC1,RASGRP2,RHOG,TLN1,VAV1	57	0.25	0.25	0	0	0.416666666666667	0	0	0.0833333333333333	0	0	0.5	0	0.5	0	0	0	activated	no_direction	1	1.2
X149	GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	1	GAL,GNA11,GNA15,ITPR3,PLCL2,PRKACB,PRKAG1,PRKAR2A	8	0.0416666666666667	0	0	0.458333333333333	0	0	0	0.5	0.5	0	0	0	0	0	0	0.5	not_sig	activated	2	2.17
X15	Adenine and Adenosine Salvage III	1	ADA,HPRT1,PNP	3	0	0	0.0416666666666667	0.458333333333333	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.7
X150	GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	1	FFAR2,GNA11,GNA15,GNG11,ITPR3,PLCL2,PRKACB,PRKAG1,PRKAR2A,PRKCA	10	0.0416666666666667	0	0	0.458333333333333	0	0	0	0.5	0.5	0	0	0	0	0	0	0.5	not_sig	activated	2	2.17
X151	Gap Junction Signaling	1	ACTA2,ADCY7,CSNK1D,CSNK1G1,CSNK1G3,GNAI3,GRB2,HRAS,ITPR1,ITPR2,KRAS,LPAR1,MAP2K1,MAP2K2,MAP3K2,MAPK7,NRAS,PIK3C3,PIK3CB,PLCL2,PPP3CB,PRKAG1,PRKAR2A,PRKCA,PRKCD,PRKCE,PRKCH,PRKD3,RAF1,RAP2A,RAP2B,RRAS,SOS1,SP3,TJP1,TUBA1C,TUBA4A	37	0	0	0	0.5	0	0	0.0833333333333333	0.416666666666667	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	1	1.7
X152	Geranylgeranyldiphosphate Biosynthesis	4	COX10,GGPS1	2	0	0	0.125	0.375	0	0	0.0833333333333333	0.416666666666667	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.4
X153	Germ Cell-Sertoli Cell Junction Signaling	5	ACTA2,ACTN1,ACTN4,AFDN,AKT1,CFL2,CLINT1,CTNNA1,Cdc42,FNBP1,GSN,HRAS,ILK,ITGB1,JUP,KRAS,LIMK2,MAP2K1,MAP2K2,MAP2K4,MAP3K11,MAP3K12,MAP3K14,MAP3K2,MAP3K3,MAP3K8,MAPK14,MAPK3,MAPK8,MTMR2,Map3k7,NRAS,PAK1,PAK2,PIK3C2A,PIK3C3,PIK3CB,PIK3R1,PIK3R5,PXN,RAB8B,RAC1,RAC2,RALA,RAP2A,RAP2B,RASD1,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,RRAS,RRAS2,TGFB1,TGFBR1,TGFBR2,TJP1,TNF,TNFRSF1A,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB2A,TUBB4B,TUBB6	72	0	0	0.166666666666667	0.333333333333333	0	0	0.0833333333333333	0.416666666666667	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	1	1.4
X154	Glioblastoma Multiforme Signaling	13	AKT1,AKT2,APC,AXIN1,CCND1,CCNE1,CDK2,CDK4,CDK6,Cdc42,E2F1,E2F4,E2F5,EGFR,FNBP1,FOXO1,FZD5,GRB2,HRAS,IGF1,IGF1R,ITPR1,ITPR2,ITPR3,KRAS,LEF1,MAP2K1,MAP2K2,MAPK3,MDM2,MTOR,MYC,NF1,NF2,NRAS,PDGFA,PDGFRA,PDIA3,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCB4,PLCG2,PLCL2,PRKCD,RAC1,RAC2,RAF1,RALA,RAP2A,RAP2B,RASD1,RB1,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,RPS6KB1,RRAS,RRAS2,SHC1,SOS1,SOS2,TCF3,TP53,TSC1	75	0.208333333333333	0.125	0.0416666666666667	0.125	0.333333333333333	0	0	0.166666666666667	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.5
X155	Glioma Invasiveness Signaling	11	CD44,Cdc42,F2R,FNBP1,HMMR,HRAS,ITGAV,KRAS,MAPK3,MMP2,MMP9,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLAU,RAC1,RAC2,RALA,RAP2A,RAP2B,RASD1,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,RRAS,RRAS2,TIMP1,TIMP2,TIMP3	40	0.0416666666666667	0.208333333333333	0.0416666666666667	0.208333333333333	0.333333333333333	0	0	0.166666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.4
X156	Glioma Signaling	17	ABL1,AKT1,AKT2,CAMK1,CAMK1D,CAMK2D,CAMK2G,CCND1,CDK4,CDK6,CDKN2C,E2F1,E2F4,E2F5,EGFR,GRB2,HRAS,IDH1,IDH2,IDH3B,IDH3G,IGF1,IGF1R,IGF2R,KRAS,MAP2K1,MAP2K2,MAPK3,MDM2,MTOR,NRAS,PA2G4,PDGFA,PDGFRA,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAF1,RALA,RAP2A,RAP2B,RASD1,RB1,RBL2,RRAS,RRAS2,SHC1,SIN3A,SOS1,SOS2,SUV39H1,TFDP1,TP53	65	0.333333333333333	0.125	0	0.0416666666666667	0.416666666666667	0.0833333333333333	0	0	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.5
X157	Glucocorticoid Receptor Signaling	15	ADRB2,AKT1,AKT2,ANXA1,ARG2,ARID2,ATP5F1C,ATP5MC1,BAG1,BCL2,BCL2L1,BCL2L11,BRD7,CAV1,CCL5,CCNH,CD3D,CD3E,CD3G,CDK7,CEBPA,CHP1,CHUK,CREB1,CREBBP,CSF2RB,CXCR2,CYC1,DCAF6,EGFR,EP300,FKBP4,FKBP5,FOXO3,GABPA,GABPB1,GABPB2,GJA1,GRB2,GTF2E2,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H5,HLTF,HP,HRAS,HSPA14,HSPA1A/HSPA1B,HSPA8,HSPA9,ICAM1,IFNAR1,IGF1,IKBKB,IL10RA,IL10RB,IL11RA,IL13RA1,IL18RAP,IL1B,IL1R1,IL1R2,IL1RN,IL21R,IL2RB,IL2RG,IL4R,IL6,IL6R,IL6ST,IL7R,IRF3,JAK2,KAT2B,KRAS,KRT14,KRT15,KRT17,KRT5,KRT79,MAP2K1,MAP2K2,MAP2K4,MAP3K14,MAPK13,MAPK14,MAPK3,MAPK8,MED1,MED14,MMP13,MMP2,MMP3,MMP8,MMP9,MNAT1,MYC,NCOA1,NCOA2,NCOA3,NCOR2,NFAT5,NFATC1,NFATC3,NFKB1,NFKBIB,NFKBID,NFKBIE,NR3C1,NRAS,NRIP1,PBRM1,PCK2,PHF10,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLA2G12A,PLAU,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2L,PPP3CB,PPP3R1,PRKAA1,PRKAB1,PRKACB,PRKAG1,PTGS2,RAC1,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RPS6KA5,RRAS,RRAS2,SCGB1A1,SERPINE1,SGK1,SHC1,SLPI,SMAD2,SMAD4,SMARCA2,SMARCA4,SMARCB1,SMARCC2,SMARCD2,SMARCE1,SOS1,SOS2,SRA1,STAT1,STAT5A,STAT5B,TAF1,TAF10,TAF11,TAF12,TAF13,TAF15,TAF2,TAF3,TAF4,TAF4B,TAF5,TAF5L,TAF6,TAF6L,TAF7,TFAM,TGFB1,TGFBR1,TGFBR2,TLR2,TNF,TRAF2,TRAF6,TSC22D3,UBE2I,UQCRC2,UQCRFS1,VCAM1	199	0	0	0.416666666666667	0.0833333333333333	0	0	0.416666666666667	0.0833333333333333	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	1	1.2
X158	Glutamate Degradation II	1	GOT1,GOT2	2	0	0	0	0.5	0	0	0.0833333333333333	0.416666666666667	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.14
X159	Glutamate Removal from Folates	2	GGH	1	0	0	0.0833333333333333	0.416666666666667	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.4
X16	Adenosine Nucleotides Degradation II	4	ADA,NT5C,NT5C2,NT5C3B,NT5E,PNP,XDH	7	0.0833333333333333	0.0833333333333333	0	0.333333333333333	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.8
X160	Glutaryl-CoA Degradation	2	ACAA2,ACAT1,ACAT2,CA1,HADH,HADHB,HSD17B10,HSD17B4	8	0.0416666666666667	0	0.0416666666666667	0.416666666666667	0	0	0	0.5	0.5	0	0	0	0	0	0	0.5	not_sig	activated	2	2.19
X161	Glutathione Biosynthesis	1	GCLC,GCLM	2	0	0	0	0.5	0	0	0.0833333333333333	0.416666666666667	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.4
X162	Glutathione Redox Reactions I	1	GPX3,GPX7,GPX8,GSR,GSTP1,MGST1,MGST2	7	0	0.0416666666666667	0	0.458333333333333	0	0	0	0.5	0	0.5	0	0	0	0	0	0.5	not_sig	inhibited	2	2.11
X163	Glutathione Redox Reactions II	3	GLRX,GSR,PDIA3,TXNDC12	4	0	0	0.0416666666666667	0.458333333333333	0	0	0.166666666666667	0.333333333333333	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.7
X164	Glutathione-mediated Detoxification	1	GSTM3,GSTM5,GSTO1,GSTP1,LANCL1,MGST2	6	0	0	0	0.5	0.0833333333333333	0	0	0.416666666666667	0	0	0	0.5	0.5	0	0	0	activated	not_sig	2	2.7
X165	Glycoaminoglycan-protein Linkage Region Biosynthesis	1	B4GALT7,XYLT1	2	0	0	0.0416666666666667	0.458333333333333	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.4
X166	Graft-versus-Host Disease Signaling	2	CD28,CD86,FAS,HLA-A,HLA-DMB,HLA-DOA,HLA-DOB,HLA-F,HLA-G,IL1B,IL36G,TNF	12	0	0	0	0.5	0	0	0.166666666666667	0.333333333333333	0	0	0	0.5	0	0	0.5	0	no_direction	not_sig	2	2.10
X167	Granulocyte Adhesion and Diapedesis	11	C5AR1,CCL3L3,CCL4,CCL5,CDH5,CKLF,CLDN1,CLDN4,CSF3R,CXCL10,CXCL12,CXCL14,CXCL16,CXCR2,CXCR4,Ccl2,Ccl6,Ccl7,Ccl8,Ccl9,Cxcl3,FPR1,FPR2,GNAI3,ICAM1,ICAM2,IL18RAP,IL1B,IL1R1,IL1R2,IL1RN,IL36G,ITGA4,ITGB1,ITGB2,MMP12,MMP13,MMP14,MMP19,MMP2,MMP3,MMP8,MMP9,PECAM1,RDX,SDC1,SDC2,SELL,SELPLG,THY1,TNF,TNFRSF1A,TNFRSF1B,VCAM1,XCL1	55	0	0	0.25	0.25	0	0	0.416666666666667	0.0833333333333333	0	0	0.5	0	0	0	0.5	0	no_direction	no_direction	2	2.9
X168	Granzyme B Signaling	1	BID,CASP3,CASP8,CYCS,ENDOG,PARP1	6	0.0416666666666667	0	0	0.458333333333333	0	0	0	0.5	0.5	0	0	0	0	0	0	0.5	not_sig	activated	2	2.16
X169	Growth Hormone Signaling	13	CEBPA,IGF1,IGF1R,IGFBP3,JAK2,MAPK3,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RPS6KA1,RPS6KA3,RPS6KA5,RPS6KB1,SOCS1,SOCS2,SOCS4,SOCS5,SOCS7,SRF,STAT1,STAT5A,STAT5B	35	0.333333333333333	0.0833333333333333	0	0.0833333333333333	0.25	0	0	0.25	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.2
X17	Adipogenesis pathway	7	AGPAT2,AKT1,ARNTL,ATG5,ATG7,BMPR1A,BMPR2,BSCL2,CCNH,CDK5,CDK7,CEBPA,CEBPB,CEBPD,CLOCK,CTBP1,CTBP2,DDIT3,EGR2,EZH2,FBXW7,FGFR1,FOXO1,FZD5,GTF2H1,GTF2H2,GTF2H5,HAT1,HDAC2,HDAC3,HDAC4,HDAC5,HDAC7,KAT2B,KAT6A,KAT7,KLF5,KMT2B,Kat6b,LPL,MNAT1,NOCT,NR1D2,RB1,RBBP4,RBBP7,RPS6KA1,RPS6KB1,SAP18,SAP30,SAP30L,SENP2,SIN3A,SIN3B,SIRT1,SIRT2,SMAD1,SMAD5,SOX9,STAT5B,TGFB1,TNF,TNFRSF1A,TP53,TXNIP,XBP1	66	0	0	0.291666666666667	0.208333333333333	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.4
X170	Guanine and Guanosine Salvage I	1	HPRT1,PNP	2	0	0	0.0416666666666667	0.458333333333333	0	0	0	0.5	0	0	0.5	0	0	0	0	0.5	not_sig	no_direction	2	2.7
X171	Guanosine Nucleotides Degradation III	6	GDA,NT5C,NT5C2,NT5C3B,NT5E,PNP,XDH	7	0.166666666666667	0.0416666666666667	0.0416666666666667	0.25	0	0	0	0.5	0.5	0	0	0	0	0	0	0.5	not_sig	activated	2	2.8
X172	Gα12/13 Signaling	1	CDH11,CDH5,CHUK,F2R,GNA13,HRAS,KRAS,LPAR1,MAP2K1,MAP2K2,MAPK7,MAPK8,MEF2D,MYL6,MYLPF,NFKB1,NFKB2,NRAS,PIK3C3,PIK3CB,RAF1,RAP2A,RAP2B,RASA1,RELA,RRAS,VAV1	27	0	0	0	0.5	0.0833333333333333	0	0	0.416666666666667	0	0	0	0.5	0.5	0	0	0	activated	not_sig	1	1.3
X173	Gαq Signaling	5	AKT1,AKT2,BTK,CHP1,CHUK,CSK,Cdc42,FNBP1,GNA11,GNA15,GNAQ,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,HMOX1,IKBKB,ITPR1,ITPR2,ITPR3,MAP2K1,MAP2K2,MAPK3,NFATC1,NFATC3,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,PIK3C2A,PIK3C3,PIK3CB,PIK3R1,PIK3R5,PLCB4,PLD3,PLD4,PPP3CB,PPP3R1,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKD3,PTK2B,RAC1,RAC2,RAF1,RELA,RGS16,RGS18,RGS2,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,ROCK1,ROCK2	68	0.0416666666666667	0.125	0	0.333333333333333	0.0833333333333333	0	0	0.416666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.7
X174	HER-2 Signaling in Breast Cancer	12	AKT1,AKT1S1,AKT2,ARAF,AREG,ARF3,ARF4,ARF5,Arf2,BAD,BCL2L11,BIRC5,BLK,BRAF,CASP3,CASP6,CCND1,CCNE1,CCNE2,CDK4,CHUK,COX10,COX4I1,COX5A,COX6B2,COX7A2,CYB5A,EGFR,ELF4,ELK3,ETS2,FCER1G,FGR,FOXO1,FOXO3,FYN,GRB2,GSK3A,HBEGF,HCK,HRAS,IKBKB,ITGB1,ITGB2,KPNB1,KRAS,LCK,LYN,MAP2K1,MAP2K2,MAPK3,MDM2,MMP2,MTOR,MYC,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PARD6A,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PTGS2,RAF1,RALA,RAP2A,RAP2B,RASD1,RB1,RBL2,RELA,RHEB,RPS6,RPS6KB1,RRAS,RRAS2,SMAD4,SOS1,SOS2,SP1,SURF1,TP53,TSC1	96	0.166666666666667	0.125	0.0416666666666667	0.166666666666667	0.333333333333333	0	0	0.166666666666667	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.5
X175	HGF Signaling	12	AKT1,AKT2,ATF2,CCND1,CDK2,ELF4,ELK3,ETS2,GRB2,HRAS,IL6,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,KRAS,MAP2K1,MAP2K2,MAP2K4,MAP3K11,MAP3K12,MAP3K14,MAP3K2,MAP3K3,MAP3K5,MAP3K8,MAPK3,MAPK8,MET,Map3k7,NRAS,PAK1,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PTGS2,PTPN11,PXN,RAC1,RAF1,RALA,RAP2A,RAP2B,RAPGEF1,RASD1,RRAS,RRAS2,SOS1,SOS2	62	0.208333333333333	0.0833333333333333	0.0416666666666667	0.166666666666667	0.333333333333333	0	0	0.166666666666667	0.5	0	0	0	0.5	0	0	0	activated	activated	1	1.1
X176	HIF1α Signaling	11	ADM,AKT1,AKT2,APEX1,ARAF,ARNT,BRAF,CAMK1,CAMK1D,CAMK2D,CAMK2G,CCNG2,CHP1,COPS5,CREBBP,CUL2,CYBB,EGLN2,EIF4E,EIF4EBP1,EP300,FLT1,GPI,HK1,HK2,HK3,HMOX1,HRAS,HSPA14,HSPA1A/HSPA1B,HSPA8,HSPA9,IGF1,IL6,IL6R,KRAS,LDHA,LDHB,MAP2K1,MAP2K2,MAP2K4,MAPK3,MDM2,MET,MMP12,MMP13,MMP14,MMP19,MMP2,MMP3,MMP8,MMP9,MTOR,NAA10,NCF1,NCF2,NCOA1,NRAS,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PPP3CB,PPP3R1,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAF1,RALA,RAP2A,RAP2B,RASD1,RPS6,RPS6KB1,RRAS,RRAS2,SAT1,SERPINE1,SLC2A1,SLC2A3,STUB1,TGFB1,TP53,VHL,VIM	93	0.0416666666666667	0.25	0	0.208333333333333	0.25	0.0833333333333333	0	0.166666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.6
X177	HIPPO signaling	4	CD44,CSNK1D,CSNK1E,CUL1,DLG1,FRMD6,ITCH,LATS1,MOB1A,NF2,PPP1R10,PPP1R14B,PPP1R7,PPP2CB,PPP2R1A,PPP2R3A,PPP2R5D,PPP2R5E,Ppp1cc,SCRIB,SFN,SMAD1,SMAD5,TP53BP2,WWTR1,YWHAE,YWHAQ	27	0.0416666666666667	0.0833333333333333	0.0416666666666667	0.333333333333333	0	0	0	0.5	0	0.5	0	0	0	0	0	0.5	not_sig	inhibited	2	2.11
X178	HMGB1 Signaling	6	AKT1,AKT2,CLCF1,Cdc42,FNBP1,HAT1,HRAS,IFNGR1,IFNGR2,IL1B,IL1R1,IL36G,IL6,KAT2B,KAT6A,KAT7,KRAS,Kat6b,LTB,MAP2K1,MAP2K2,MAP2K4,MAPK13,MAPK14,MAPK3,MAPK8,NFKB1,NFKB2,NRAS,OSM,PIK3C2A,PIK3C3,PIK3CB,PIK3R1,PIK3R5,PLAT,RAC1,RAC2,RALA,RAP2A,RAP2B,RASD1,RBBP7,RELA,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,RRAS,RRAS2,SERPINE1,SP1,TGFB1,TNF,TNFRSF1A,TNFRSF1B,VCAM1	63	0.0833333333333333	0.125	0	0.291666666666667	0.0833333333333333	0	0	0.416666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.4
X179	HOTAIR Regulatory Pathway	3	AGO2,AKT2,ATG3,ATG7,ATXN1,CD44,COL1A1,COL1A2,CREBBP,EED,ELAVL1,EZH2,HDAC1,HDAC2,HSF1,JARID2,KMT2C,LEF1,MDM2,MET,MEX3B,MMP12,MMP13,MMP14,MMP19,MMP2,MMP3,MMP8,MMP9,MYC,NFKB1,NFKB2,PIK3C3,PIK3CB,PIK3R5,RBBP4,RBM38,RCOR1,RELA,REST,RHOC,SPP1,SRF,STK38,TCF4,TCF7L2,TWIST1,Tcf7,VIM	49	0	0.0833333333333333	0	0.416666666666667	0.0833333333333333	0	0	0.416666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	2	2.11
X18	Adrenomedullin signaling pathway	9	ADCY7,ADM,AKT1,AKT2,ARAF,ARNT,BAD,BCL2,BRAF,C3,CALCRL,CASP3,CEBPB,CFH,CRCP,CSK,GNA11,GNA15,GNAQ,GRB2,GSK3A,HIF1A,HRAS,IL1B,IL1RN,IL36G,ITPR1,ITPR2,ITPR3,KCNN4,KRAS,MAP2K1,MAP2K2,MAP2K4,MAPK13,MAPK14,MAPK3,MAPK7,MAPK8,MAX,MMP2,NFKB1,NFKB2,NRAS,NT5C,PIK3C3,PIK3CB,PIK3CD,PIK3R5,PLCB4,PLCG2,PLCL2,PRKACB,PRKAG1,PRKAR2A,PTK2B,RAF1,RAMP2,RAMP3,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,RXRB,SHC1,SOS1,SOS2,TNF,TTN	71	0.0833333333333333	0.125	0	0.291666666666667	0.333333333333333	0	0	0.166666666666667	0	0.5	0	0	0.5	0	0	0	activated	inhibited	1	1.7
X180	Heme Biosynthesis II	8	ALAD,ALAS1,ALAS2,CPOX,FECH,HMBS,PPOX,UROD	8	0.0833333333333333	0.0833333333333333	0	0.333333333333333	0.25	0.0833333333333333	0	0.166666666666667	0	0	0.5	0	0.5	0	0	0	activated	no_direction	2	2.20
